query,doc,label
rec.sport.hockey,"1993 CALDER CUP PLAYOFF SCHEDULE AND RESULTS	 home team in CAPS		*=if necesary =============================================  FIRST ROUND					 Springfield Indians vs Providence Bruins Gm 1:	Springfield 3	PROVIDENCE 2	 Gm 2:	Springfield 5	PROVIDENCE 4 Gm 3:	4/16	Providence at Springfield  CD Islanders vs Adirondack Red Wings Gm 1:	Last night, CDI at Adirondack Gm 2:	4/17	CDI at Adirondack Gm 3:	4/18	Adirondack at CDI Gm 4:	4/21	Adirondack at CDI Gm 5:	4/23	CDI at Adirondack	* Gm 6:	4/24	Adirondack at CDI	* Gm 7:	4/26	CDI at Adirondack	*  Baltimore Skipjacks at Binghamton Rangers Gm 1:	4/16	Baltimore at Binghamton Gm 2:	4/17	Baltimore at Binghamton Gm 3:	4/23	Binghamton at Baltimore Gm 4:	4/24	Binghamton at Baltimore Gm 5:	4/26	Baltimore at Binghamton	* Gm 6:	4/28	Binghmaton at Baltimore	* Gm 7:	4/30	Baltimore at Binghamton	*  Utica Devils vs Rochester Americans Gm 1:	4/16	Utica at Rochester Gm 2:	4/17	Utica at Rochester Gm 3:	4/20	Rochester at Utica Gm 4:	4/22	Rochester at Utica Gm 5:	4/24	Utica at Rochester	* Gm 6:	4/26	Rochester at Utica	* Gm 7:	4/28	Utica at Rochester	*  Moncton Hawks vs St John's Maple Leafs Gm 1:	St John's 4	Moncton 2 Gm 2:	4/17	Moncton vs St John's at Halifax Gm 3:	4/21	St John's at Moncton  Cape Breton Oilers vs Fredericton Canadiens Gm 1:	Fredericton 4	Cape Breton 3	(2OT) Gm 2:	4/16	Cape Breton at Fredericton	  Unfortunately the newspaper didnt list complete playoff skeds for series that already began. Also, the paper has not listed final standings so their posting might be delayed until early next week (Hockey News).",1
rec.sport.hockey,"  This is not the case: the ROM on the P9000 supports VESA modes of up to 1024x768 in 256 colors.  VESA-compliant applications should have no trouble setting these modes. (But I'm forwarding your posting to our Software group, just in case.  Can't be too careful.)  Not that I doubt that YOUR applications are failing to run; lots of stuff depends on figuring out which exact SVGA they're looking at, and don't use VESA calls (VESA is still pretty new). Every new chip set confuses them.   I think we go to AT LEAST 76 Hz at 1024x768x8, and maybe more (and it's a function of the RAMDAC speed, not the Power 9000). We need to fix the problems you've noted (they were already on the list).  If you're really interested, though, take a look at the text file P9000RES.DAT, which holds the data from which the choices in the P9000 monitor installation program are built.  Working by analogy, you can build up a new monitor definition that has the right combinations of refresh rates for your monitors.  Keep a backup copy of the file!  Once you've built a new version of the P9000RES.DAT file, run the P9000 installation program, INST, and your new choices should show up.  (This assumes you have the WEITEK v. 2.2 drivers. You can tell the rev number by looking at the modification time of the driver: 02:20 is version 2.20.  Microsoft uses this gimmick, too.)   The SPEEDY benchmark was put out by Hercules and IIT, who to my knowledge were unencumbered by any motivations except making the Hercules Graphite/IIT AGX014 card look really good.  So I'd take the numbers with a ton of salt. (Texas Instruments did the same thing with WINTACH, trying to make the 34020 look good compared to the 8514, as if anyone cared.)  It's safer (though not safe) to use benchmarks from ""unbiased"" sources, such as testing labs, columnists, etc.    I think you'll a large discrepancy between the results of SPEEDY and the results of anything else in the universe on these things.   Font caching is a perfectly legitimate optimization -- Windows has hooks for it built right into the GDI.  What's kind of silly is IIT's use of a hardwired ""The quick brown fox jumped over the lazy dog then sat on a tack"" string in their driver.  Not only is it useless in real applications, it lacks the programming elegance of the ""Bart Simpson optimization,"" in which you save the bitmap of the most-recently drawn string in off-screen memory, and just do a screen-to-screen bitblit if you happen to be given that same string a second time in a row.  (We call it the ""Bart Simpson optimization"" because Bart's the only person we can see benefiting from it: he could right ""I will not cheat on benchmarks"" a hundred times and be done in half the time it would take to actually form each character.)   We don't have any lawyers -- they're all working for Intel.  There used to be a lawyer in Montana who didn't, but he died.  	-- Robert  ",0
comp.windows.x,"I am using xnlock as the screensaver for a PC-based X server. However, after an interval of no activity, my X session ends. This does not happen when I use xscreensaver.   My screensave command is fired up from my .xsession like this:  xautolock -time 1 -locker xnlock -corners ++++ -cornerdelay 1 &  My hypothesis is that xdm (I use xdmcp to start my X session) detects a period of inactivity from the server, then terminates the session. However, for some reason, this does not happen with xscreensaver. Is there a workaround?  I'd prefer responses via e-mail.  Thanks.     ",1
comp.windows.x,"At the end of a recent (Mon 19 Apr 1993) post, Alastair Thomson offers the following ""paraphrase"" of John 3:16:     ""God loved the world so much, that he gave us His Son,    to die in our place, so that we may have eternal life.""  The ""to die in our place"" bothers me, since it inserts into the verse a doctrine not found in the original. Moreover, I suspect that the poster intends to affirm, not merely substitution, but forensic (or penal) substitution.  I maintain that the Scriptures in speaking of the Atonement teach a doctrine of Substitution, but not one of Forensic Substitution.  Those interested in pursuing the matter are invited to send for my essays on Genesis, either 4 thru 7 (on this question) or 1 through 7 (with lead-in).  The n'th essay can be obtained by sending to LISTSERV@ASUACAD.BITNET or to LISTSERV@ASUVM.INRE.ASU.EDU the message    GET GEN0n RUFF   Yours,  James Kiefer",0
rec.autos,As the subject says.  It has 70k and my brother-in-law wants $250.  Please don't reply to me as I am posting this for him. Here's his numbers :               5pm-10pm   712 676 3669               daytime    712 269 1261    ,1
rec.autos," Actually, a WERA racer, William Lumsden, considered running a Vmax in  A Superstock.  He took it out to Talladega GPR for a practice day, and _really_ annoyed the 600 riders -- they usually got caught behind a  sideways Vmax in the corners, and if they passed him going in, he'd blow by down the straight (usually wobbling).  Needless to say, since he was 2 seconds faster on a 1977 CB400F, he decided against the Vmax.  Too bad. ",0
comp.os.ms-windows.misc,Has anybody had a chance to find out how the new HP Laser Jet 4L behaves with Windows ? ,1
comp.os.ms-windows.misc,"Since someone brought up sports radio, howabout sportswriting???  (Anyone give an opinion)   Which city do you think has the best sports coverage in terms of print media?   (these are general questions)   Is the Washington Post better than the Philadelphia Inquier or the NY Times?    Howabout the Philadelphia Daily News compared to the New York Daily News?   ",0
soc.religion.christian,"At the end of a recent (Mon 19 Apr 1993) post, Alastair Thomson offers the following ""paraphrase"" of John 3:16:     ""God loved the world so much, that he gave us His Son,    to die in our place, so that we may have eternal life.""  The ""to die in our place"" bothers me, since it inserts into the verse a doctrine not found in the original. Moreover, I suspect that the poster intends to affirm, not merely substitution, but forensic (or penal) substitution.  I maintain that the Scriptures in speaking of the Atonement teach a doctrine of Substitution, but not one of Forensic Substitution.  Those interested in pursuing the matter are invited to send for my essays on Genesis, either 4 thru 7 (on this question) or 1 through 7 (with lead-in).  The n'th essay can be obtained by sending to LISTSERV@ASUACAD.BITNET or to LISTSERV@ASUVM.INRE.ASU.EDU the message    GET GEN0n RUFF   Yours,  James Kiefer",1
soc.religion.christian,"Unable to stand the pain anymore, my wife bought the Corbin Gunfighter and Lady with Passenger Backrest for my Hawk GT.  It came with no instructions, but it came 2 weeks earlier than they said it would.  Installation would have been very easy, but the seat fastening hardware was apparently always on the wrong sides with the stock seat!  It never was easy to put on.  Once I figured that out, the new seat went on the first try.  The passenger backrest, though, does not fit as I thought it might.  The supplied screw to set the  backrest angle does not fit, and I have not yet found a suitable,  hard, ( SAE grade 8, or perhaps 5 ) 1/4-20 bolt that fits.  There is a a soft bolt in there now -- just don't lean back.  The driver's section of the seat is a bit wider.  Seems comfortable enough, but then again I put about 5000 miles on the stock seat without a thought.  The passenger's section has about 8 times the  volume of foam that the stock seat has, and from my short test it seems much more comfortable.  The backrest helps a bit, but I've not  has enough time to really test it.  The backrest also comes with a  small pocket.  Its now more difficult to swing my leg up over the  10"" taller seat.  If I go on the three-notch ride soon ( Dixville, Pinkham & Smugglers), I'll give a more complete report, but in general it seems like an improvement.",0
