query,doc,label
talk.politics.guns," Murderous, huh?  Yeah, there was all sorts of carnage going on there in the 60 YEARS they were there -- BEFORE the government assaulted them. Oh, I forgot -- you probably consider self-defense as murder.   Damn right.  This is not a partisan thing; it's about individual  liberties -- the right of a citizen to be left the hell alone.   That's another indication that you don't understand the issue.    ""Our appropriations are coming up soon.  We need a good PR boost.  Let's find a socially unpopular group who happen to have a lot of guns, go in like gangbusters, be heros, and have the local media get it all on video  tape.  Then we won't have to worry about our budget until next year.""   Why don't you knit one to match his jogging outfit? -- ",1
talk.politics.guns,"	Usually one or two teams changes their logo or a minor uniform change per season, but the past few seasons have been incredible. 	Any thoughts on the new (old) Reds uniforms.  I remember seeing a Pete Rose rookie card, and unless I miss my guess he was wearing the exact same duds.   	The Mets (HOW ABOUT DOC'S PERFORMANCE TODAY?!!!!!) have reinserted the Mets patch on the shoulder, and changed the Mets insgnia on the front of the jersey.  To my knowledge it is the first time that has been changed since 1962, and it reminds me a little of the Dodger logo.   	Many teams have opted for a return to a previous style of uniform, or at least uniforms that look more traditional. (Phillies, Reds, Expos, White Sox, Padres, etc.) and the once bright colors have been altered to gray.  The trend has also seen the newer baseball fields resembling the parks of the early years, as opposed to the cookie-cutter saucer stadiums construcrted throughout the sixties. 	With salaries now reaching unbelievable highs, no one in the comissioner's office, and inter-league play on the horizon, it's nice to see that baseball at least looks like it was meant to be.  ",0
soc.religion.christian," [it has to do with honoring the laws of the state, and]  I would go further: if a couple are unwilling to have their commitment publicly witnessed and recorded, that's prima facie evidence that the commitment isn't really there.   ",1
soc.religion.christian,"Ah yes, I see a few liberal weenies have come out of the woodwork to defend the burning of the children. Probably drooled all over themselves while watching the TV coverage.  Probably had a few like that in Nazi Germany, as well.",0
talk.politics.mideast,"Lovely arguments.  But do we write about historical ownership of any place - Palestine, Pakistan, Cyprus, Aegean Islands (and the oil that may lie beneath them), whatever - for any reason other than justification for stomping others?  DOES IT TRULY MATTER whose ancestor lived where 20, 200, or 2000 years ago?  More than how you treat the land and each other?  Who is wise enough to decree that a person's right to life, liberty and pursuit of happiness in a particular place depends on accidents of birth?  Who can even be sure about the precise tracks of the sperm that birthed the people we wish to despise?  IMHO, the American Indians have it right.  We belong to the earth, it does not belong to us.  Failure to understand that is a good way to cause lossage all the way around.  My guess is that once we trash our environment sufficiently we shall die along with it - the baby eating and killing its mother, then dying for lack of milk.  Death and disease do not respect national boundaries, not as toxins, disease vectors,  lost farmland/wetlands/forest cover/water supplies, nor any other way.  When we fight over which national group owns which piece of turf, we are merely contending for the best vantage point from which to kill others, ""our"" land and eventually ourselves.  That is something of which to be proud.  Very proud.  Makes me glad to be human.   I'm not mindlessly rejecting all nationalism.  Maybe it's fair to ask whether a recent immigrant deserves a share of the infrastructure that all _my_ ancestors (hah!) labored to produce.  But it's an artificial distinction: is the recent immigrant, even a refugee, less likely to contribute to the next generation's legacy than anyone else?  [In history the reverse is often the case: recent immigrants strive hardest.  If nothing else, they fill open eco(l/n)ogic niches.]  Then again, my tribe is infinitely better than your tribe, so I can understand you all have nothing but plot to knock me off.  While I, of course, will make sure it doesn't happen, even if I must shoot Muslim infants (or bash Jewish ones against the walls of schoolhouses) to do so.  That'll prove my moral superiority, by golly, as well as the rightness of my cause.   Clearly, there is no higher purpose in life than killing others because they are not like you.  I would never get in the way of such fun.  Let's see:   	soc.culture.turkish - Why don't you Turks go back to Lake 		Baikal where you came from, and leave the land to the 		Greeks, who stole it fair and square from the 		Scythians? 	soc.culture.pakistan - Why don't you guys redistribute 		yourselves over India, as God meant for you to do? 	soc.culture.jewish, soc.culture.arabic - we stick together, 		fight together, die together.  We are brothers, and 		inseparable. 	talk.politics.mideast - oh well, had to be there.  Oded [Planning on being a Scythian irredentist, as soon as I finish my present assignment.]   P.S.:	I can't get a semi-decent death threat anymore?",1
talk.politics.mideast,"As the subject says - Can I use a 4052 for digital signals?  I don't see why it couldn't handle digital signals, but I could be wrong.  Anyone have any advice?  Thanks. ",0
rec.autos,,1
rec.autos,"Sounds as though his heart's in the right place, but he is not adept at expressing it.  What you received was _meant_ to be a profound apology. Apologies delivered by overworked shy people often come out like that... ",0
talk.politics.misc," You know, you have a point here, but don't stop with African Americans... When I was in high school in the early 1980s, on various occasions I had knives pulled on me, had friends who were stabbed, and I was beaten up repeatedly by those that couldn't accept me as different.  And don't let the teachers off the hook either.  On many many occasions, there were teachers that either resented me or were too scared out of their wits by the bullies to even stop the people who attacked me and they would just watch quietly...  All of this was in a nice white middle class high school.  In fact, we were so nice and white that we made sure that the one black kid in my class was unable to go to the prom with his white girlfriend...  This isn't a race thing, it's the way public schools seem to be run...  I'd hate to be in high school right now...  At least I didn't have to deal with guns, just the roving psycho-drug-dorks and the jocks- without-a-future-but-with-plenty-of-testosterone...  I'd separate everyone who wants to learn from these assholes...  But hey, the valuelessness of learning and glorification of jocks is an American tradition, you think anything is going to change?  If you have kids, take 'em out of the public school system and educate them yourself... That's what I'll do if I ever have them...  I wouldn't wish what I went through upon any kid...  Maybe on some of their parents though...",1
talk.politics.misc,"I want to convert a 500 Volt sinewave with frequency between 1 kHz and 10 kHz, to a 10 Volt sinewave with the same frequency, by means of a transformer. The secondary current will be .6 A (600 mA).  What kind of transformer should I use (ferrite?) Can I buy one? If so, I need a partnumber and supplier If I cannot buy one, how do I go about winding one myself? What core do I use, how big must it be in order not to saturate, what thickness copper wire, how many turns, etc.?  I know little about analog electronics, so I hope some kind soul here will help me out. Pointers to relevant databooks will also be highly appreciated.  Thanks,",0
comp.os.ms-windows.misc,"  Yep, it's called OS2! ",1
comp.os.ms-windows.misc,"  So instead you are asking individual citizens to place themselves at risk by assuming that everyone who claims to be a cop, actually is a cop. Around here the police have actually made public service announcements saying that if you are a lady driving by yourself at night and you see blue lights flashing behind you. Do not pull over until you reach a well lit, preferably occupied place, gas station etc.   It wouldn't be murder, it would be self defense.",0
comp.windows.x,"Hello,  I have a problem with X11R5 on a Sun386i an I hope that someone can help me with it. I've built X from the MIT sources after applying all patches I have got (I think 23). Building was easy. After installing everything I started X but nothing happened but the screen and the keyboard freezed, the machine seemed to hang. I loged in from another machine an found the Sun386i running well. 'ps' told me that there's a X-server and a xterm running. And with some  experimenting with the mouse and repeatedly pressing ^D I blindly hit the xterm, endet the session and got my prompt back. I guess it's a device problem but I did not find the correct device yet. I've got a Sun386i with a b/w framebuffer (ACE-6 0688 94V-0, Rev 53) SunOS 4.0.2 and ROM 4.4. Please help me. I'm able to run clients on the Sun and send the output to other machines but that's not what I did it for.",1
comp.windows.x,To those who own CMS's Trakkers...please email me with your thoughts on your machine...and specifics such as avg. file access..etc,0
misc.forsale,"Article 10886 of alt.radio.scanner: Path: usenet.ins.cwru.edu!cleveland.Freenet.Edu!aj008 From: aj008@cleveland.Freenet.Edu (Aaron M. Barnes) Subject: Realistic PRO-2024 for sale-was $200,sell for $150 obo Date: 20 Apr 1993 16:01:28 GMT Organization: Case Western Reserve University, Cleveland, Ohio (USA) Lines: 26 Message-ID: <1r16oo$3du@usenet.INS.CWRU.Edu> NNTP-Posting-Host: slc10.ins.cwru.edu   Hello.  I have a Realistic PRO-2024 scanner for sale.Here is a small desc ription:  60 programible chanels fully detailed backlighted digital display headphone jack antenna jack removable telescoping antenna auto search  coverage: 30-50mHz 118-174mHz 380-512mHz  It originally cost $200, but I will sell for $150.  Thank You. --         / /     Buchanan in `96!       / /      Fear the goverment that fears your guns.   \ \/ /       Without the 2nd amendment, we cannot guarantee ou    \/ /        r freedoms.           aj008@cleveland.freenet.edu",1
misc.forsale," Murderous, huh?  Yeah, there was all sorts of carnage going on there in the 60 YEARS they were there -- BEFORE the government assaulted them. Oh, I forgot -- you probably consider self-defense as murder.   Damn right.  This is not a partisan thing; it's about individual  liberties -- the right of a citizen to be left the hell alone.   That's another indication that you don't understand the issue.    ""Our appropriations are coming up soon.  We need a good PR boost.  Let's find a socially unpopular group who happen to have a lot of guns, go in like gangbusters, be heros, and have the local media get it all on video  tape.  Then we won't have to worry about our budget until next year.""   Why don't you knit one to match his jogging outfit? -- ",0
misc.forsale,"Sun SPARKstation  laptop Workstation for $2500 or best offer.  - 16M RAM expandable to 48M - 200M hard drive  - 3.5"" floppy drive - OS 4.1. - Open windows 3 - LCD display - scsi -2 - mouse - AC adaptor, manuals, carring case.     Posted for a friend. Please contact him directly.",1
misc.forsale,"     Something similar has happened to me - ages ago when we were working on PGP we used to send short messages about development issues or simply to test  new features around.  Now at this time PGP (and certainly the newer version) was unknown over here.  Suddenly the admin at the site I was using received a request that I stop sending encrypted email.  Now there is almost no way that some automatic scanner could have found this, since they wouldn't have known about PGP - they *must* have checked for unknown data types in the message, tried to unscramble it, found they couldn't get past the PEM armour part, and then contacted the sysadmin and asked me to stop.  Luckily the current email carriers are less picky about what goes over their networks :-).  In case people think email scanning doesn't take place, I can assure you that it is done regularly by many sites - usually not by government agencies (or at least not that I know of), but by local administrators who, for reasons of their own, have decided to monitor all communications (I'm sure you can all think of a whole mess of reasons - stop hackers/ terrorists/child pornographers/drug dealers/evil commies/whatever).  There have been several occasions when I've got people into trouble simply by including the traditional NSA bait in a message (I don't try it any more now :-).  A friend of mine was once picked up for mentioning the name of the UK town of Scunthorpe (hint: look for words embedded in it).  I'm sure there are many more examples of this happening (in fact if anyone has any examples I'd appreciate hearing from them - I could use them as ammunition during talks on privacy issues).  Peter.",0
sci.space,"Does anyone have any Russian Contacts (Space or other) or contacts in the old USSR/SU or Eastern Europe?  Post them here so we all can talk to them and ask questions.. I think the cost of email is high, so we would have to  keep the content to specific topics and such..  Basically if we want to save Russia and such, then we need to make contacts, contacts are a form of info, so lets get informing.  == Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked",1
sci.space,"Sounds as though his heart's in the right place, but he is not adept at expressing it.  What you received was _meant_ to be a profound apology. Apologies delivered by overworked shy people often come out like that... ",0
comp.windows.x,"I need to port several OS/2 PM applications to X (OpenWindows or Motif), and desperately need any information on how to go about doing this (short of a complete rewrite.   Are there any tool to make porting easer? Any References? Any talent out there to hire to do this? I will even take an OS/2 Presentation Mgr emulator for sun!   Any, and all replies (except flames) welcome!     Brian Colaric",1
comp.windows.x,"Sounds as though his heart's in the right place, but he is not adept at expressing it.  What you received was _meant_ to be a profound apology. Apologies delivered by overworked shy people often come out like that... ",0
comp.graphics,"thus  Curiously, in modern PostScript, the point in a polygon problem can be solved even more easily.  To wit:  %! %%Title: Point in Polygon %%Creator: Allen B (ab@cc.purdue.edu) %%For: the amusement of comp.graphics regulars %%LanguageLevel: 2 %%DocumentNeededResource: humor sense thereof %%EndComments  % This program will test whether a point is inside a given polygon. % Currently it uses the even-odd rule, but that can be changed by % replacing ineofill with infill.  These are Level 2 operators, % so if you've only got Level 1 you're out of luck. % % The result will be printed on the output stream. % % Caution: only accurate to device pixels! % Put a huge scale in first if you aren't sure.  % Point to test % PUT X AND Y COORDINATES HERE  50 75  % Vertices of polygon in counter-clockwise order % PUT ARRAY OF PAIRS OF COORDINATES HERE [ [   0   0 ] [ 100   0 ] [ 100 100 ] [  67 100 ] [  67  50 ] [  33  50 ] [  33 100 ] [   0 100 ] ]",1
comp.graphics," I think the three-headed GM's guiding principle was to keep veterans in favor of youngsters only if they offered a ""significant"" advantage. At the end of last season, the contracts of several veterans with somewhat maginal contributions (Fenton, Bozek, Anderson, and a couple others I can't remember) were bought out. The idea was that youngsters could play almost as well, and had the potential to improve where these older guys did not.  And they traded Mullen, because he wanted to go, not because he wasn't good enough, but I think they were a bit too optimistic in thinking they could make up for his contributions. An example from this season, Skriko was brought in on a trial basis but not kept, because of his age. I thought he was a decent contributor worth keeping around.  The youth movement has its advantages; look at Gaudreau who might still be in KC if more veterans had been kept around. But you have to find the right balance.",0
rec.motorcycles,,1
rec.motorcycles," You know, you have a point here, but don't stop with African Americans... When I was in high school in the early 1980s, on various occasions I had knives pulled on me, had friends who were stabbed, and I was beaten up repeatedly by those that couldn't accept me as different.  And don't let the teachers off the hook either.  On many many occasions, there were teachers that either resented me or were too scared out of their wits by the bullies to even stop the people who attacked me and they would just watch quietly...  All of this was in a nice white middle class high school.  In fact, we were so nice and white that we made sure that the one black kid in my class was unable to go to the prom with his white girlfriend...  This isn't a race thing, it's the way public schools seem to be run...  I'd hate to be in high school right now...  At least I didn't have to deal with guns, just the roving psycho-drug-dorks and the jocks- without-a-future-but-with-plenty-of-testosterone...  I'd separate everyone who wants to learn from these assholes...  But hey, the valuelessness of learning and glorification of jocks is an American tradition, you think anything is going to change?  If you have kids, take 'em out of the public school system and educate them yourself... That's what I'll do if I ever have them...  I wouldn't wish what I went through upon any kid...  Maybe on some of their parents though...",0
soc.religion.christian,"  Here is the short answer: because only certain marriages are recorded in Heaven.  Now for the long answer:  In Doctrine and Covenants section 132, the  chapter discussing eternal marriage (and, yes, plural marriage), the distinction between sealings under the priesthood and other  marriages is revealed.    When ""the children of this world marry, or are given in marriage"" when they receive ""the  resurrection from the dead, neither marry, nor are given in marriage"" (Luke 20:34-35). Jesus was simply teaching that marriages ""until death do you part"" are not in force after death.  However, the Doctrine and Covenants continues  describing eternal marriage.  D&C 132:19    And again, verily I say unto you, if a  man marry a wife by my word, which is my law, and by the new and everlasting covenant, and it is sealed unto them by the Holy Spirit of promise, by him who is anointed this power and the keys  of this priesthood; ... [ shortened for brevity AI] and shall be of full force when they are out of the world; and they shall pass by the angels,  and the gods, which are set there, to their  exhaltation and glory in all things, as hath been  sealed upon their heads, which glory shall be a  fulness and a continuation of the seeds forever and ever.  The Lord told Peter ""whatsoever thou shalt bind on earth shall be bound in heaven"" (Matt 16:19). Do you doubt that Peter was given the power to  perform sealings? Peter thought so because he taught that husbands and wives were ""heirs *together* of the grace of life"" (1 Peter 3:7).  ""In order to obtain the highest"" (degree of celestial glory), a man must enter into this order of the priesthood"" (D&C 131:2). When a man and wife are sealed they truly become  ""one flesh"" because their eternal ""increase""  (destinies) are enjoined completely.  Our Father has an eternal companion (and maybe more because of the plural marriage conditions of the law) who participated in our creation and is equally concerned with our progress here.  There is no scriptural basis for this doctrine. If fact, the only mention of our Mother is in one verse of a hymn written early in the history of the Church:      O My Father      I had learned to call thee Father,     Through thy Spirit from on high,     But, until the key of knowledge     Was restored, I knew not why.     In the heav'ns are parents single?     No, the thought makes reason stare!     Truth is reason; truth eternal     Tells me I've a mother there.  Why don't we hear more about our Mother?  1.  Because our Father presides under Priesthood authority (which is not a calling for Her);  2.  Because we don't all (necessarily) have the same Mother it would be confusing for worship;  3.  Because our Father wishes to withhold Her name and titles because of how some people degrade sacred things.",1
soc.religion.christian,"Question for those of you who seem to be fundamentalists (Stephen Tice, the Cotera, Joe Gaut, et al)(apologies if I've mislabelled any of you, I've only started reading t.r.m since the BD disaster.  But I know the Cotera is a fundy) and are defending Koresh and his beliefs as an example of True Christianity under persecution from the the Big Bad Secular State: what is your opinion of his reported sexual habits? If the reports are accurate, what IYO does this say about the quality of his Christianity?  Or are the allegations just part of the Big Cover-Up?  (I remain deliberately neutral on the cause of the fire: I wouldn't put it past Koresh to have torched the place himself.  On the other hand, if the propane-tank-accident story is correct, I wouldn't put it past the FBI to try to cover its ass by claiming Koresh did it.  I hope your government does a VERY thorough investigation of the whole debacle, and I'll be disappointed if a few heads don't roll.  The authorities seem to have botched the original raid, and in the matter of the fire, are guilty of either serious misjudgement, or reckless endangerment.)",0
sci.electronics,"As the subject says - Can I use a 4052 for digital signals?  I don't see why it couldn't handle digital signals, but I could be wrong.  Anyone have any advice?  Thanks. ",1
sci.electronics,"<MUNCH!>  It would be funny if it wasn't so damn *NASTY*; and as non-xian as I am,  it's hard to believe that someone is pushing black is white and freedom is slavery so blatantly.",0
sci.space," Henry, I made the assumption that he who gets there firstest with the mostest wins.   Ohhh, you want to put in FINE PRINT which says ""Thou shall do wonderous R&D rather than use off-the-shelf hardware""? Sorry, didn't see that in my copy. Most of the Pournellesque proposals run along the lines of <some dollar amount> reward for <some simple goal>.    You go ahead and do your development, I'll buy off the shelf at higher cost (or even Russian; but I also assume that there'd be some ""Buy US"" provos in there) and be camped out in the Moon while you are launching and assembling little itty-bitty payloads in LEO with your laser or gas gun.  And working out the bugs of assembly & integration in LEO.   Oh, hey, could I get a couple of CanadARMs tuned for the lunar environment?  I wanna do some teleoperated prospecting while I'm up there...   ",1
sci.space,"They looked unto him, and were lightened: 	and their faces were not ashamed.",0
sci.med,"Sounds as though his heart's in the right place, but he is not adept at expressing it.  What you received was _meant_ to be a profound apology. Apologies delivered by overworked shy people often come out like that... ",1
sci.med,"Hello all. 	I am thinking about buying an external monitor for my SE/30 and was wondering if anyone out in netland has any advice for me. 	I am mostly thinking about a 14"" color monitor and an 8 bit card that can switch between 640*480 and something higher (like 800*600).  I read an old report on a card from Lapis that could do this, but could not use the external monitor as the main screen (with menubar) which to me is a major draw- back.  Has this perhaps been fixed? Or can any other cards do this (like the Micron Xceed) ? 	Also which monitor should I buy?  At the moment I am leaning towards the Sony 1304, 1304s or 1320 (what exactly is the difference between these?) but are there any other good cheap monitors I should know about?  Doesn't the monitor have to be multisync to support cards that can switch resolutions?  Please send me e-mail and I'll summarize.  I would also greatly appreciate getting the e-mail addresses of any mail order companys that sell monitors or cards.  Thanks in advance",0
