query,doc,label
rec.autos,"Their number is 1-800-541-4716 	they are based in Chicago, IL in case 	you need to call dir assistance.  	Their prices are more down to earth than 	ANY other source for car innards/outers.  	They will send you a free catalog. ",1
rec.autos,"""Space Station Redesign Leader Says Cost Goal May Be Impossible""  Today (4/6) the Washington Post ran an article with the headline shown above. The article starts with ""A leader of the NASA team in charge of redesigning the planned space station said yesterday the job is tough and may be impossible."" O'Connor is quoted saying whether it is possible to cut costs that much and still provide for meaningful research ""is a real question for me."" O'Connor said ""everything is fair game,"" including ""dropping or curtailing existing contracts with the aerospace industry, chopping management of the space station program at some NASA facilities around the country, working closely with the Russian space station Mir, and using unmanned Titan rockets to supplement the manned space shuttle fleet.""  O'Connor says his team has reviewed 30 design options so far, and they are sorting the serious candidates into three categories based on cost.  The Post says O'Connor described the design derived from the current SSF as a high cost option (I believe Kathy Sawyer, the Post writer, got confused here. I listened in on part of O'Connor's briefing to the press on Monday, and in one part of the briefing O'Connor talked about how the White House wants three options, sorted by cost [low, medium, and high]. In another part of the briefing, he discussed the three teams he has formed to look at three options [SSF derivative @ LaRC, modular buildup with Bus-1 @ MSFC, and Single Launch Core [""wingless Orbiter""] @ JSC. Later, in response to a reporters question, I thought I heard O'Connor say the option based on a SSF redesign was a ""moderate"" cost option, in between low & high cost options. Not the ""high cost"" option as Sawyer wrote).  The article goes on to describe the other two options as ""one features modules that could gradually be fitted together in orbit, similar to the Russian Mir. The other is a core facility that could be deposited in orbit in a single launch, like Skylab. That option would use existing hardware from the space shuttle - the fuselage, for example, in its basic structure.""",0
talk.politics.mideast,"    Are you trying to say that there were no massacres in Deir Yassin    or in Sabra and Shatila? If so then let me tell you some good jokes:     There is not and was not any such thing like jewish killing in WWII     Palestinians just did what Davidians did for fourty years and more.     In fact no one was killed in any war at any time or any place.     People die that is all. No one gets killed.     Maybe also vietamiese didn't die in Vietnam war killed by american    napalm they were just pyromaniacs and that's all.     Maybe jews just liked gas chambers and no one forced them to get in there.they     may be thought it was like snifing cocaine. No?     What do you think of this ? Isn't it stupid to say so?    Well it is as stupid as what you said .Next time you want to lie do it    intelligently.     Sincerely yours.     Hassan  Arab civilians did die at Dir yassin. But there was no massacre. First of all, the village housed many *armed* troops. Secondly, the Irgun and Stern fighters had absolutely no intentions of killing civilians. The village was attacked only for its military significance. In fact, a warning was given to the occupants of the village to leave before the attack was to begin.  By all rational standards, Dir Yassin was not a massacre. The killing was unintentional. The village housed Arab snipers and Arab troops. Thus it was attacked for its military significance. It was not attacked with intentions of killing any civilians.  To even compare Dir Yassin, in which some 120 or so Arabs died, to the Holocaust is absurd. The Irgun did not want to kill any civilians. The village had almost 1000 inhabitants, most of whom survived.",1
talk.politics.mideast,"We are currently evaluating GUI builders, initially for Motif but with a wish to be flexible & portable.  We have been through the popular names (UIMX, TeleUSE, XVT etc) and have been very impressed with what we have seen of Galaxy from Visix.  I have spoken to current users from a list supplied by Visix (happy users as you would expect), and seen favourable comments on the net.  However, since it is fairly expensive to get an evaluation license from Visix, I would like to query the net for any negative experiences with Galaxy.  Did anybody evaluate them and prefer another tool or use Galaxy and regret it or find any mis-features ?  advTHANKSance,  Phil  -- ",0
rec.sport.hockey,Which GERMAN satellite channels will show the World Championship action from Dusseldorf & Munich? Someone please tell me (must be able to root for the Red Machine)!  Thank you,1
rec.sport.hockey,"   It wasn't Jesus who changed the rules of the game (see quote above), it was Paul.  Cheers, Kent ",0
comp.graphics,"Of course, I do not agree.  It does have more horsepower.  Horsepower is not the only measurement for 'better'.  It does not have full motion, full screen video yet.  Does it have CD-ROM XA?  Which other manufacturers? We shall see about the date.  This is second hand, but it still hard to look to the future ;-).",1
comp.graphics,"*** On 04-21-93  04:30, Michael Shapiro had the unmitigated gall to say this:   MS> The DOS system date has a twenty-four hour clock and a rollover bit.  MS> When the system crosses midnight, the rollover bit is turned on.    MS> Subsequent reads of the time add one.  There's no change possible   MS> (This information was current up through DOS 3.3.  I've not checked to  MS> see whether it applies to later versions.)  Just a small tidbit: with the advent of DOS 3.3 and later versions, MS added a small ""feature"" to the DOS time function.  If a program sets the DOS clock via DOS system services, then DOS will set the BIOS clock to the same value. This breaks the isolation between the two clocks that used to ensure that errors in the DOS clock did not bleed over into the BIOS clock.  Sometimes the Microsoft people just don't think! :)  ... Fact:  Mickey Mouse wears a Al Gore wristwatch. --- Blue Wave/QWK v2.10                                                                                                        ",0
misc.forsale,"I need a large dog cage, the kind you use to housebreak a dog when you are not around.  I have been adopted by a 11 month old non-housetrained huskey.  I am in the Pittsburgh area.  My number is 412 268-8843.   ",1
misc.forsale," If you force me to do something, am I morally responsible for it?   Well, make up your mind.    Is it to be ""instinctive not to murder"" or not?   It's not even correct.    Animals of the same species do kill one another.   Sigh.   I wonder how many times we have been round this loop.  I think that instinctive bahaviour has no moral significance. I am quite prepared to believe that higher animals, such as primates, have the beginnings of a moral sense, since they seem to exhibit self-awareness.   So what?     Are you trying to say that some killing in animals has a moral significance and some does not?   Is this your natural morality>    Are you blind?   What do you think that this sentence means?  	""There must be the possibility that the organism - it's not  	just people we are talking about - can consider alternatives.""  What would that imply?   I find the fact that they do to be significant. ",0
