query,doc,label
comp.windows.x," Is this an advantage to MS Windows or to Xt?  I used to think it was a big advantage for Xt, but I am not at all sure anymore...  ------------------------------------------------------------------------- David Smyth				david@jpl-devvax.jpl.nasa.gov Senior Software Engineer,		(818)306-6463 (temp! do NOT use v-mail) X and Object Guru.			tempory office: 525/B70 Jet Propulsion Lab, M/S 525-3660 4800 Oak Grove Drive, Pasadena, CA 91109 -------------------------------------------------------------------------   What's the earliest possible date you can't prove it won't be done by? 					- Tom DeMarco",1
comp.windows.x,We are trying to write a program which can read files created by quattro pro 3.0 and above.  Would anyone know where to find information regarding the format in which Quattro Pro stores its files.  Thanks in Advance Mahesh,0
sci.crypt,,1
sci.crypt,"WGT is the WordUp Graphics Toolkit, designed by yours truly and my co-programmer (and brother) Chris Egerter. It is a Turbo/Borland C++ graphics library for programming in 320*200*256 VGA. We are currently producing it as shareware, but in a few years it may be a commercial product (excuse typos, there's no backspace on this terminal). Features include:  - loading and saving bit-images (called blocks from herein) - flipping, resizing and warping blocks - loading and saving palette, fading, several in memory at once - graphics primitives such as line, circle, bar, rectangle - region fill (not the usually useless floodfill) - sprites (animated bitmaps), up to 200 onscreen at once - joystick/mouse support - SB support (VOC and CMF) - tile-based game creation using 16*16 pixel tiles to create   a 320*200 tile map (or game world) like in Duke Nuke 'Em - number of sprites increased to 1000 - Professional Sprite Creator utility and Map Maker -  routines to simplify scrolling games using maps, etc - FLI playing routines, sprites can be animated over the FLI while playing - PCX support, soon GIF - EMS/XMS coming soon as well  Leave E-mail to Barry Egerter at    egerter@obelix.gaul.csd.uwo.ca  Files available on:      (use  mget wgt*.zip)  SIMTEL20 and mirrors                pd1:<msdos.turbo-c>  nic.funet.fi                        pub/msdos/games/programming",0
comp.os.ms-windows.misc,"I have been backing up my hard drive ever since I had to re-install everything from scratch after a crash (learned the hard way, didn't I?!). I am using a windows-based backup program (actually Norton), and I  began wondering about the logic of this.  Sure, if I accidentally delete a file, I can get it from the archive.  But what if my disk crashes again? I would not be able to start windows to run the backup program!  (Note, by crash, I mean, there was some error message that prevented the machine from booting properly.  I think I gave up too early, but I didn't have the time/patience/tools to figure out exactly what the problem was.  My hard drive needed cleaning up anyway. Yeah right...)  This whole scenario is complicated by the fact that I am using Stacker.  So I think there are 2 possibilities:     1) I'm right.  If my disk really crashes, I would at least have to       re-install DOS and Windows to get the backup program working.    2) I'm wrong.  There is an easy way to make a ""mirror"" of a hard disk       that can easily restore it's state from scratch.  The polls are open...",1
comp.os.ms-windows.misc," Is this an advantage to MS Windows or to Xt?  I used to think it was a big advantage for Xt, but I am not at all sure anymore...  ------------------------------------------------------------------------- David Smyth				david@jpl-devvax.jpl.nasa.gov Senior Software Engineer,		(818)306-6463 (temp! do NOT use v-mail) X and Object Guru.			tempory office: 525/B70 Jet Propulsion Lab, M/S 525-3660 4800 Oak Grove Drive, Pasadena, CA 91109 -------------------------------------------------------------------------   What's the earliest possible date you can't prove it won't be done by? 					- Tom DeMarco",0
sci.electronics,"  I know for sure that the Everex Magic I/O EV-170A can be jumpered for a printer mode, or for a general purpose bidirectional I/O mode.  Also, I know for sure that the IBM Technical Reference says the following about the Monochrome Display & Printer Adapter and the IBM Parallel Printer Adapter:      It is essential that the external device not try to pull these     lines [referring to the data lines] to ground.  And later:      If an external device should be driving data on these pins (in     violation of usage ground rules) at the time of an input, this     data will be `or'ed with the latch contents.  I will accept no responsibility if you incur damages of any kind as a result of my saying, ``I DO NOT know for sure, but I think you should be able to use a traditional parallel port as an input port by writing 0x to the data lines, and then reading from the data lines, while an external device drives them.''  The input data will not be latched, so noise could make this infeasible.",1
sci.electronics,"Has anyone else observed this behaviour and if so, what have you done to cure it?  One workstation in a WfW network goes deaf to any form of communication from other workstations until it goes out on the network itself. From then on other workstatons can interact with it until some time later when it goes deaf  again. ",0
alt.atheism,"Sorry, Bill, I had to clear this up. There may be good evolutionary arguments against homosexuality, but these don't qualify.  [deletions] [deletions]   Oh? I guess all those social insects (e.g. ants, bees, etc.) which have one breeding queen and a whole passel of sterile workers are on the way out, huh?     I refer you to the bonobos, a species of primate as closeley related to humans as chimpanzees (that is, very closely). They have sex all the time, homosexual as well as heterosexual. When the group finds food, they have sex. Before the go to sleep at night, they have sex. After they escape from or fight off prdators, they have sex. Sex serves a very important social function above and beyond reproduction in this species. A species closely related to humans. There is some indication that sex performs a social function in humans, as well, but even if not, this shows that such a function is not *impossible*.   Sincerely,   Ray Ingles               ingles@engin.umich.edu",1
alt.atheism,"I have been backing up my hard drive ever since I had to re-install everything from scratch after a crash (learned the hard way, didn't I?!). I am using a windows-based backup program (actually Norton), and I  began wondering about the logic of this.  Sure, if I accidentally delete a file, I can get it from the archive.  But what if my disk crashes again? I would not be able to start windows to run the backup program!  (Note, by crash, I mean, there was some error message that prevented the machine from booting properly.  I think I gave up too early, but I didn't have the time/patience/tools to figure out exactly what the problem was.  My hard drive needed cleaning up anyway. Yeah right...)  This whole scenario is complicated by the fact that I am using Stacker.  So I think there are 2 possibilities:     1) I'm right.  If my disk really crashes, I would at least have to       re-install DOS and Windows to get the backup program working.    2) I'm wrong.  There is an easy way to make a ""mirror"" of a hard disk       that can easily restore it's state from scratch.  The polls are open...",0
