query,doc,label
talk.politics.guns,"  We've heard a lot of talk about brainwashing in Waco but the brainwashing of the general population never ceases to amaze me. Here is an example of action being taken which results in the worst possible outcome and despite people's deep intuition telling them something is wrong the programming will still cut in and say that the agents probably acted in good faith. NO THEY DIDN'T. They either did not have enough information to act in good faith or else they acted knowing the risk. Sums up human stupidity all over and one of these days it will destroy the fucking planet: ""Oh sorry. Didn't think they would respond by launching a strike. All our best calculations told us they were bluffing."" ",1
talk.politics.guns," We'll let you live, but just this once....  There's more to a real ""storage"" scope than just a long-persistence phosphor.  Actually, the phosphor ISN'T usually anything special at all; what makes a storage tube work is a screen placed just *behind* the phosphor, which becomes charged as the electron beam intially ""writes"" the trace. With the trace now written to the screen, a separate low-level ""flood"" electron gun keeps the image lit by exciting those areas of phosphor which are next to the ""written"" areas on the storage screen.  There are some problems with this - the resolution is limited compared to a non-storage tube, and the stored trace tends to ""bloom"" with time.   Of course, this is pretty much obsolete technology, done in by the current digital scopes which use raster-scan displays and keep everything in a frame-buffer memory anyways.            ^^^^^^^^^^^^^^^^^^  Ah, yes - from the same people who brought you that amazing new reading program that's sweeping Eastern Europe: ""Hooked on Consonants!"" :-) ",0
sci.crypt," Yes. Reasonable parallels. (though I don't think Russia ever claimed to be Communist)   I must protest your ""...in a Communist country"". How do you know? There haven't been any, and are unlikely to ever be any. In some Socialist dictatorships, you can't, whilst in some socialist democracies (such as France or Australia) you can. Of course, some people may disagree about France & Australia being socialist...   Yet.   In some circumstances. I was at a public meeting last night (in the USA), where a protester, who was very nice and calm, and just said before the speaker started to beware of his opinions, was forced out of the meeting by two armed policemen.  There are a lot of things that one cannot do in the USA. You may not notice them, but as an Australian visitor, I notice them.   Yes, we are lucky at the moment. I hope that is still true in a few years time. Because it didn't just happen...it required concious effort.   Of course don't over react --- but don't under react.  Andrew. Disclaimer: All my opinions are my own, and do not represent the society for the conservation of momentum or any other group. I hope I don't lose my student Visa as a result of these opinions..   -- ",1
sci.crypt,"   Could you explain what any of the above pertains to? Is this a position  statement on something or typing practice?  --          ""Satan and the Angels do not have freewill.           They do what god tells them to do. """,0
soc.religion.christian,": It is a dead and useless faith which has no action behind it.  Actions : prove our faith and show the genuineness of it.  A good example of this is Abraham (referred to in the James passage). Hebrews says that Abraham was justified by faith -- but his faith was demonstrated through his works (i.e., he obeyed what God told him to do).  Reading Abraham's ``biography'' in Genesis is very instructive. He was a man beset by *lack* of faith a lot of the time (e.g. lying about Sarah being his wife on 2 occasions; trying to fulfil God's promise on God's behalf by copulating with Hagar). . . yet it seems that God didn't evaluate him on the basis of individual incidents. Abraham is listed as one of the ``heroes of  faith'' in Hebrews 11. i.e., when it really came to the crunch, God declared Abraham as a man of faith. He believed God's promises.  This gives us confidence. Although real faith demonstrates itself through works, God is not going to judge us according to our success/failure in performing works.  ``Not by works of righteousness which we have done, but according to His mercy he saved us, through the washing of regeneration, and renewing of the Holy Spirit.'' (Titus 3.5)  Amazing Grace! Hallelujah!",1
soc.religion.christian," Yes. Reasonable parallels. (though I don't think Russia ever claimed to be Communist)   I must protest your ""...in a Communist country"". How do you know? There haven't been any, and are unlikely to ever be any. In some Socialist dictatorships, you can't, whilst in some socialist democracies (such as France or Australia) you can. Of course, some people may disagree about France & Australia being socialist...   Yet.   In some circumstances. I was at a public meeting last night (in the USA), where a protester, who was very nice and calm, and just said before the speaker started to beware of his opinions, was forced out of the meeting by two armed policemen.  There are a lot of things that one cannot do in the USA. You may not notice them, but as an Australian visitor, I notice them.   Yes, we are lucky at the moment. I hope that is still true in a few years time. Because it didn't just happen...it required concious effort.   Of course don't over react --- but don't under react.  Andrew. Disclaimer: All my opinions are my own, and do not represent the society for the conservation of momentum or any other group. I hope I don't lose my student Visa as a result of these opinions..   -- ",0
talk.religion.misc,,1
talk.religion.misc,"I can (and do) take religious writings as a metaphor for life. I do this with all sorts of fiction, from Beowolf to Deep Space Nine. The idea is to not limit yourself to one book, screen out the good  stuff from what you read, and to remember that it is all just a story.   You sound Buddist to me :^)",0
sci.space,"Well, I seem to have struck an  interesting discussion off.  Given that I am not an astrophysicist  or nuclear physicist,  i'll have to boil it down a bit.  1)  ALl the data on bursts to date,  shows a smooth random distribution.  2)  that means they aren't concentrated in  galactic cores, our or someone elses.  3) If the distribution is smooth,  we are either seeing some  ENORMOUSLY large phenomena  scattered at the edge of the universe  said phenomena being subject to debate almost as vioent as the phenomena 	OR we are seeing some phenomena  out at like the Oort cloud,  but then it needs some potent little energy source,  that isn't detectable  by any other current methods.  4)  we know it's not real close,  like  slightly extra solar,  because we have no parallax measurements on the bursts.  5)  the bursts seem to bright to be something like black hole quanta or super string  impacts or something like that.  So everyone is watching the data and arguing like mad in the meanwhile.  what i am wondering,  is this in people's opinion,  A NEW Physics problem.  Einstein got well known for solvingthe photoelectric effect.     Copernicus,  started looking at  irregularities in planetary motion.  Is this a big enough problem, to create a new area of physics? just a little speculative thinking folks.",1
sci.space,"# Mr. Cramer, I am still waiting for your response to my requests regarding # the information you claim to have.  I respectfully request that you either # provide the information or withdraw the various assertions you make below. #  # Item number 1:  in a previous posting, you stated that you had found # ""overwhelming support for child molestation"" in soc.motss: #  # You have (finally) responded to this one.  I have read your complete file # of postings to soc.motss and to put it bluntly, it does not support your # assertion.  In short, this claim is bogus.  Thank you for confirming this.  All those postings in defense of adults having sex with children, and you just choose to claim that they don't say anything of the sort. There's no point in discussing this any further, then.  You are clearly a liar, without morals of any sort, prepared to justify child molestation.  ",0
rec.sport.hockey,"    Not boring is right!!! It is more likely to cause me to have a stroke!! I had to listen to game two on the Blackhawk station and I don't think I could take another call of ""And JOSEPH makes a SPEcTACular saaaaaave"". Now I'm a Blues fan, but I don't want them to play ""like"" they played in game two. Sure the result was fine, but the Blues match up very well with the Hawks so they really don't need to treat them like the 86 Flames. We don't need a ""Monday Night Miracle"" to have a chance to beat Chicago. The Blues can do it on talent. At least over the hawks.  Rich h.--- Go BLUES!!",1
rec.sport.hockey," These laws written for the Israelites, God's chosen people whom God had expressly set apart from the rest of the world.  The Israelites were a direct witness to God's existence.  To disobey God after KNOWing that God is real would be an outright denial of God and therefore immediately punishable. Remember, these laws were written for a different time and applied only to  God's chosen people.  But Jesus has changed all of that.  We are living in the age of grace.  Sin is no longer immediately punishable by death.  There is repentance and there is salvation through our Lord Jesus Christ.  And not just for a few chosen people.  Salvation is available to everyone, Jew and Gentile alike.  God be with you,",0
talk.politics.guns,  That's another sad thing.  I'd expect this sort of shit from the BATF. But I'm goddamn disappointed in the FBI.  They used to be professionals. -- ,1
talk.politics.guns,"I am looking for some fast polygon routines (Shaded or Texture Mapped) in ASM (compile with MASM) or in Turbo Pascal (compile with TP6). It has to be able to run on a 286, but does not have to look super fast on a 286, but must look good on a 386.    If anyone has any such code could you please mail it to me. Or tell me where it can be got.   Thanks in advance.   --",0
comp.sys.mac.hardware," 	I wonder how hard it would be (i.e. what it would add to the cost) to design desktop machines with a power saver feature built in which would reduce power consumption automatically if the machine is idle for more than some amount of time.  This is pretty standard in portable machines, and the same kinds of tricks could be played; spinning down disks, turning off screens, reducing clock speed, etc.  The advantage of this over just turning the thing off would be 1) you don't have to remember to do anything and 2) the machine is still available over the network.  	The tricky part might be in defining what constitutes inactivity. Certainly, you don't want to wake up from sleep mode just because somebody pinged you, but you do want to wake up (at least the CPU) if somebody logs in via a telnet connection.  	I wouldn't worry too much about wasting electricity in the winter months; that energy is just getting turned into heat.  It may not be as efficient a way to heat a building as the central heating plant, but it's not too bad.  In the summer though, it's a disaster.  Not only are you wasting that power, but you're probably also running the air conditioning to get rid of the waste heat.",1
comp.sys.mac.hardware,"The Orders for the Turkish Extermination of the Armenians #17     To the children of genocide: ""Send them away into the Desert""  This is part of a continuing series of articles containing official Turkish  wartime (WW1) governmental telegrams, in translation, entailing the orders  for the extermination of the Armenian people in Turkey. Generally, these telegrams were issued by the Turkish Minister of the Interior, Talaat Pasha, for example, we have the following set regarding children:  	""To the Government of Aleppo.  	 November 5, 1915. We are informed that the little ones belonging to 	 the Armenians from Sivas, Mamuret-ul-Aziz, Diarbekir and Erzeroum 	 [hundreds of km distance from Aleppo] are adopted by certain Moslem 	 families and received as servants when they are left alone through 	 the death of their parents. We inform you that you are to collect 	 all such children in your province and send them to the places of 	 deportation, and also to give the necessary orders regarding this to 	 the people.  				Minister of the Interior,  						Talaat"" [1]  	""To the Government of Aleppo.  	 September 21, 1915. There is no need for an orphanage. It is not the 	 time to give way to sentiment and feed the orphans, prolonging their 	 lives. Send them away to the desert and inform us.  				Minister of the Interior, 						Talaat"" [2]  	""To the General Committee for settling and deportees.  	 November 26, 1915. There were more than four hundred children in the 	 orphanage. They will be added to the caravans and sent to their 	 places of exile.  	 				Abdullahad Nuri. [3]   	""To the Government of Aleppo.  	 January 15, 1916. We hear that certain orphanages which have been 	 opened receive also the children of the Armenians. Whether this is 	 done through the ignorance of our real purpose, or through contempt 	 of it, the Government will regard the feeding of such children or 	 any attempt to prolong their lives as an act entirely opposed to it 	 purpose, since it considers the survival of these children as 	 detrimental. I recommend that such children shall not be received 	 into the orphanages, and no attempts are to be made to establish 	 special orphanages for them.  				Minister of the Interior,  						Talaat."" [4]  	""To the Government of Aleppo.   	 Collect and keep only those orphans who cannot remember the tortures 	 to which their parents have been subjected. Send the rest away with 	 the caravans.  				Minister of the Interior,  						Talaat"" [5]  	""From the Ministry of the Interior to the Government of Aleppo.  	 At a time when there are thousands of Moslem refugees and the widows 	 of Shekid [fallen soldiers] are in need of food and protection, it is 	 not expedient to incur extra expenses by feeding the children left by 	 Armenians, who will serve no purpose except that of giving trouble 	 in the future. It is necessary that these children should be turned 	 out of your vilayet and sent with the caravans to the place of 	 deportation. Those that have been kept till now are also to be sent 	 away, in compliance with our previous orders, to Sivas.  				Minister of the Interior,  						Talaat"" [6]  In 1926, Halide Edip (a pioneer Turkish nationalist) wrote in her memoirs about a conversation with Talaat Pasha, verifying and ""rationalizing"" this ultra-national fascist anti-Armenian mentality, the following:  	""I have the conviction that as long as a nation does the best for 	 its own interest, and succeeds, the world admires it and thinks 	 it moral. I am ready to die for what I have done, and I know I 	 shall die for it."" [7]   These telegrams were entered as unquestioned evidence during the 1923 trial of Talaat Pasha's, assassin, Soghomon Tehlerian. The Turkish government never questioned these ""death march orders"" until 1986, during a time when the world was again reminded of the genocide of the Armenians.  For reasons known to those who study the psychology of genocide denial, the Turkish government and their supporters in crime deny that such orders were ever issued, and further claim that these telegrams were forgeries based on a study by S. Orel and S. Yuca of the Turkish Historical Society.  If one were to examine the sample ""authentic text"" provided in the Turkish  Historical Society study and use their same forgery test on that sample, it  too would be a forgery!. In fact, if any of the tests delineated by the  Turkish Historical Society are performed an any piece of Ottoman Turkish or  Persian/Arabic script, one finds that anything handwritten in such language is a forgery.   Today, the body of Talaat Pasha lies in a tomb on Liberty Hill, Istanbul, Turkey, just next to the Yildiz University campus. The body of this genocide  architect was returned to Turkey from Germany during WW2 when Turkey was in a  heightened state of proto-fascism. Recently, this monument has served as a focal point for anti-Armenianism in Turkey.  This monument represents the epitome of the Turkish government's pathological denial of a clear historical event and is an insult to a people whose only crime was to be born Armenian.  			- - - references - - -  [1] _The Memoirs of Naim Bey_, Aram Andonian, 1919, pages 59-60  [2] ibid, page 60  [3] ibid, page 60  [4] ibid, page 61  [5] ibid, page 61  [6] ibid, page 62  [7] _Memoirs of Halide Edip_, Halide Edip, The Century Press, New York (and     London), 1926, page 387  ",0
comp.graphics,"HI All, Can someone point me towards some articles on 'boids' or flocking algorithms... ?  Also, articles on particle animation formulas would be nice...  ________________________________________________________________________  \________________________________________________________________________\| ---  þ DeLuxeý 1.25 #8086 þ Head of Co*& XV$# Hi This is a signature virus. Co",1
comp.graphics,"         ...........   more deleted   You need to start the X-server with -indirect its_name.  If you start it with -indirect localhost, it use the loopback adress as it's adress. So when it try to contact another host, this one try to answer on its loopback adress. Not good.  Remember that every machine has the adress 127.0.0.1 on the loopback network. ",0
sci.electronics,"could  convenient then and called Global earth.  get meters (on  Thought it means Global Positioning System. There are two precision levels, one   for army applications (killing has to be very accurate today) and one for civil   ones. The civil precision is about 20 to 30m (correct me, if I'm wrong),   though, it may be insufficiant for mapping buildings. But there is a way with   an additional reference point (e.g. one fixed GPS system in a house) to get the   same high precision as the military version, but it gets pretty complicated   then. If You use a microwave system (actually this means some type of radar),   You need quite a lot of number crunching to get accurate vectorized data out of   Your original signals. So the GPS system seems to be the better (and running)   idea for Your application(there have been discussions in this newsgroup, don't   know of an address anymore).  Cheers    Robert   (HB9NBY) ",1
sci.electronics,BoSox 3     Royals 1  WP: Clemens (1-0) LP: Appier  (0-1),0
