query,doc,label
talk.politics.guns," With one exception, that's a pretty good description of many of the Baptists I know.  The exception is that they know the difference between an M-16 and an AR-15.  Heck - they even know that ""it looks like Richard Petty's stock car"" doesn't mean ""it's a racing stock car"".  They may be uncouth, but they've figured out that appearance isn't function.  -andy",1
talk.politics.guns," Just to make sure everyone is clear on this: ""it never has"" refers to  ""protects"", not ""fails to protect""; i.e., in my lifetime I have never seen  the U.S. government consistently protect the interest of U.S. citizens,  except by accident. ",0
sci.space,"   Analog SF magazine did an article on a similar subject quite a few years ago.  The question was, if an alien spacecraft landed in Washington, D.C., what was the proper organization to deal with it: The State Department (alien ambassadors), the Defense Department (alien invaders), the Immigration and Naturalization Service (illegal aliens), the Department of the Interior (new non-human species), etc.  It was very much a question of our perception of the aliens, not of anything intrinsic in their nature.  The bibliography for the article cited a philosophical paper (the name and author of which I sadly forget; I believe the author was Italian) on what constitutes a legal and/or moral person, i.e., a being entitled to the rights normally accorded to a person.  The paper was quite interesting, as I recall.     I think you'd have to be very careful here if the answer is yes.  The human track record on helping those poor underpriveleged cultures (does underpriveleged mean not having enough priveleges?) is terrible.  The usual result is the destruction or radical reorganization of the culture.  This may not always be wrong, but that's the way to bet. ",1
sci.space," Now, almost 100 years later, we have the right words for the problem here.  Phone calls are ""virtual visits"".  Those experienced in virtual reality would know from that title that phone calls need to have all the properties of a walk in the park with your friend -- security from casual overhearing and easy verification to see if anyone is listening secretively.  As designed, they fail at that.  ..trouble is, telephones were invented a long time ago and people didn't realize the danger or the concept of virtual reality back then. ",0
comp.windows.x,"Hi! I've just installed the new XArchie 2.0.1 and it all works fine, except:  on our grayscale xterm the custom icons compiled into the program don't work at all, but on the BW terminal it works fine. I can set the icon to an xbm file with .twmrc, but that doesn't give the neat-o change when busy action. (Other programs with similar actions, e.g. xmail, xbiff, work fine.)  The X-interface author, George Ferguson, suggests it might be a problem with the X intrinsics, but isn't willing to hack around to fix it himself. But I know zero about X programming, so I don't think I can find it.   Does anyone out there know an obvious fix for the problem?  Andrew ",1
comp.windows.x," 	...  	Again, not true. The characters in a TT or Type 1 font depend on the  	maker. If someone converts a Type 1 font to TT they'll only get the 	characters in the font of orgin. TT allows for much more flexibility 	in this area as well. You can have thousands of glyphs in a TT font 	file (Mac/PS/Windows/Unicode char set) and use the characters 	appropriate for the particular platform you are running the font on.  Well, yes, both Type 1 and TrueType fonts can contain lots of characters. And in both cases plain text fonts will be reencoded to Windows ANSI in Windows, and to Mac standard roman encoding on the Mac.  No difference there between T1 and TT!     And as for fonts with thousands of glyphs, right know these are a liabiliaty rather than a great new thing.  Reason is that a font with 3000 characters is very large, and if you can only access 224 of them you are paying a heavy price in downloading time and printer storage.  (And at the moment there is only one program of that uses `partial font downloading')  	For instance, all or our fontpack 2 TT fonts have the Mac/Windows 	char set in them. The metrics of the fonts are such that if the font 	is brought over to the mac the user will have access to the full mac 	char set. 	  Yes and T1 text fonts all have the `ISO Adobe' character set, which is a superset of Windows ANSI and Macintosh standard roman enocding.  The question is whether you can get at the glyphs.  In Windows, for example, you cannot get at the ligatures `fi' anfd `fl' (both T1 and TT)even though a font may very well have them.  ANd, while it is somewhat painful to reencode a Type 1 font and to create a new Windows metric file (PFM) for it, there are utilities out there to allow you do this.  How do I reencode a TrueType font?  How can I get at the `fi' and `fl' ligatures in Windows (or on the Mac)?  Are there utilities that make it possible to circumvent the hard-wired Windows ANSI encoding?      > Regards,                                            1001-A East Harmony Road    > Bob Niland                                          Suite 503    > Internet:  rjn@csn.org                              Fort Collins CO 80525    > CompuServe: 71044,2124                              (303) 223-5209 ",0
talk.religion.misc,"  This is always an option: when the sect is causing harm, re-label the cult to something else.  Cheers, Kent",1
talk.religion.misc, Dream machine quality ain't what it used to be  Kinetic Art did some great paint jobs on Bimotas. Don't know if they are still around.,0
sci.electronics," Sorry about following up my own article, but I wanted to continue that what might be being missed here is that the important thing might not be temperature differences per se, but the action of heat sinking the battery.  Perhap someone could conduct an experiment, taking two identical lead acid batteries, placing both on wooden shelves, but putting one of them in a water bath designed to act as a heat sink.  This would eliminate the 'concrete floor effect', and keep both batteries at the same ambient temperature.  I think the argument over temperatures is not pertinent, but the one over heat conductance and removing the exothermic heat may have some validity.",1
sci.electronics," Peter Nelson posted a very eloquent response to this point in  talk.politics.misc, so I need not consume more bandwidth here.    What I meant, if it was not clear, was the intersection set of liberal and libertarian philosophies of ""natural rights"" and how the government (and Constitutional interpretation in particular) fits into that  philosophy.  This philosophy engages in the very serious practical  error of endowing the nine lawyers on the Supreme Court with an almost  totalitarian authority, completely outside of the consent or consensus  of The People.  This is why Supreme Court nominations are such amazing political fist-fights these days, because He who Controls the Court Rules the Country.  The people on the Court may well be trying to do the best job they can, but they are at best a benevolent oligarch, even if you approve of every Supreme Court decision ever.  Eventually, an oligarch will arise that will decimate that which you hold dear.  Try  Supreme Court cases by Jury, and the problem would be mitigated a great  deal.  Those who would create broad, non-enumerated government powers at any  level (as in European Parlamentary Democracies and the current de-facto standard in the U.S.) have essentially engaged in the same fundamental  mistake, except that it is some different body that has the totalitarian,  virtually unchecked (except by plurality election, death, or retirement),  government power.     This is like asking why the wind blows, unless you can prove that the fact of your engaging in certain activities has absolutely no  effect whatsoever on any other human being who has not consented to your engagement in those activities.  Very few human activities indeed fit into this category.    Even for those few that do, who would you empower to make the judgement  of what is and is not a fully autonomous activity?  Who defines ""picking  my pocket"" and ""defrauding""?  Are economic assets a person's only assets, or are peace of mind, stability, confidence in a child's emotional  environment, security, and many other things not also a part of a person's assets?  What gives you the right to create a moral environment that a parent strongly objects to?  What gives you the right to create an  environment of social unrest and instability?  If you say that what you do does not have those effects, by what authority do you say that?  Who is empowered to make these value judgements?    If the Federal Constitution explicitly prohibited you from doing so, the  federal government would prevent you from doing so.  If it did not, and you could muster enough local support to pass an amendment to the local Constitution (by, say, a 3/4 majority) empowering the local government  to do so, then I would have to vote with my feet and move to a neighborhood more friendly to my own system of values.  This is not an ideal situation, but it is far better than the mess we are mired in right now.    When you define ""rights"" very broadly, there is no practical choice about  whether people will or will not infringe upon your rights since these ""rights"" overlap.  Even when rights are defined very narrowly, the government  has been empowered to prevent others from infringing on your rights.  The  fundamental question is, by whose authority is that power created.  If you  support the current situation with a ""natural rights"" Supreme Court (rather than an ""original understanding"" Supreme Court or, even better, Supreme Court by Jury), you are consenting to having nine lawyers in Washington,  D.C. create those powers out of the air.  In my ""Fractal Federalism"" scenario,  it is a broad consensus of The People (i.e. the amendment process) that  creates those powers.    No, I mean the federal government that comes trucking in with guns to tell the locals how to run their neighborhood.  Waco, TX is a nice example.    If you create a community where public masturbation is permitted in the  cause of ""personal autonomy"", have you done anything different?  What precisely are these autonomous activities you are referring to?  If you list them, perhaps we can get enough people to agree that they are truly autonomous and pass a constitutional amendment protecting them.     The Koresh Incident appears to be a horrendous abuse of government power, power possibly illegitimately obtained through a means I would abolish.  The constitutionality of ""no-knock"" warrants seems very dubious to me, not to mention the mere existence of BATF and the government's propensity to  ignore the word ""infringe"" in the Second Amendment.  This power is upheld  by the same body, with its incredible concentration of power in the hands  of nine people, that has upheld much so-called ""Civil Rights"" (read- affirmative  action) legislation despite the Fourteenth Amendment.    Money is certainly not the only asset I have in this world.  If it were, this would be a bleak existence indeed.     Matt Freivald   -------------------------------------------------------------------------- LiBORGalism:              THINKING IS IRRELEVANT. INTEGRITY IS IRRELEVANT.           FREE SPEECH IS IRRELEVANT. PRIVATE PROPERTY IS IRRELEVANT.                  PERSONAL RESPONSIBILITY IS IRRELEVANT.                      CONSERVATIVISM IS FUTILE.                       YOU WILL BE ASSIMILATED. -------------------------------------------------------------------------- THESE ARE MY OPINIONS ONLY AND NOT THOSE OF MY EMPLOYER!!!!!!!!!!!!!!!!!!!",0
sci.crypt," Two safeguards:  1. The FBI could be asked to produce the law enforcement block to the escrow agencies, and associate it with a particular court order;  2. If the thing comes to trial the defense attorneys can probe this issue closely. It is not too different from proving that the speaker on a legal wiretap is the person the court order covered.  Putting it another way, this question is not very different from the pre-clipper question ""What's to prevent the FBI from getting a court order to tap Al Capone and then using it to tap Jonathan Livingstone Seagull instead?""  David",1
sci.crypt, Dream machine quality ain't what it used to be  Kinetic Art did some great paint jobs on Bimotas. Don't know if they are still around.,0
comp.windows.x,"Hi! I've just installed the new XArchie 2.0.1 and it all works fine, except:  on our grayscale xterm the custom icons compiled into the program don't work at all, but on the BW terminal it works fine. I can set the icon to an xbm file with .twmrc, but that doesn't give the neat-o change when busy action. (Other programs with similar actions, e.g. xmail, xbiff, work fine.)  The X-interface author, George Ferguson, suggests it might be a problem with the X intrinsics, but isn't willing to hack around to fix it himself. But I know zero about X programming, so I don't think I can find it.   Does anyone out there know an obvious fix for the problem?  Andrew ",1
comp.windows.x," I do not think they can use the eavesdropping as evidence at all. However, using the info they gather while listening, they can go searching THE right place and find good, strong evidence, which they can use in court.   Question : currently, it is easy to wire-tap, from the technical point of view, at least. Anybody using the appropriate radio receiver can listen to communications between a car-telephone and the ground station. The police also, obviously. The clipper chip will make it much more difficult for the non-authorized person to eavesdrop (note that I DO NOT write << impossible>> ). The privacy will thus improve from the current situation. Poeple who REALLY have something to hide already DO NOT use the phone to speak of these things. If an illegal operation is really worth, one can afford having critical data carried by a person rather than sending it electronically.  The clipper chip will not change this.   The problem is more politic. Foreign countries will never accept the clipper chip is the access to the escrow cannot be directly granted to their own police following their OWN law, not the US law. i.e. each country will have its own escrow. How then will it be possible to monitor the international traffic? or, will encrypted international traffic be possible ? or will there be an international escrow, some kind of U.N. thing ?  Forbidding crypted communication is impractical: how is it possible to spot a crypted communication in the thousands of megabytes of data which circulate on the various existing networks. What about private networks ? And this will be more and more impossible as the volume of electronic traffic will increrase in the next years.  I think that the clipper chip can only be an interesting device to limit the risk of , for instance, one's girlfriend's husband listening to his wife's communications. It will bring no more as regards to security. Is it worth ? I think so if its cost is limited, I think that many privacy invasions are done not only by official services, but also by private entities. The clipper can help reducing these. Provided we do not hope too much of it, it is not a real danger and it can be helpful.",0
alt.atheism,"    Issued by Khomeini it shouldn't be relevant to anyone. But issued by an honest and learned scholar of Islam it would be relevant to any muslim as it would be contrary to Islamic law which all muslims are required to respect.   Anyone sufficiently well versed in Islamic law and capable of reasoning, if you are talking about a weak sense of ""excuse."" It depends on what  sense of ""excuse"" you have in mind.    Only someone who thinks my opinion is important, obviously. Obviously you don't care, nor do I care that you don't care. ",1
alt.atheism,"Hi, I was looking for some helpful advice. I'm a university student with about $7000 to spend, and I'm looking for a  used car. Does anyone have any useful advice they could offer to a first- time buyer? I'm not looking for anything sporty, just something functional  and reliable (less maintenance costs). Anybody have any ideas on what models  might suit me?  Thanks",0
soc.religion.christian,"Persons interested in the tongues question are are invited to peruse an essay of mine, obtainable by sending the message  GET TONGUES NOTRANS  to LISTSERV@ASUACAD.BITNET or to     LISTSERV@ASUVM.INRE.ASU.EDU",1
soc.religion.christian,"      I have been using both IDE (or MFM) and SCSI drives for years.  I have 2 IDE and 1 SCSI on one system and the other with 2 IDE, 2 SCSI disk, and  1 SCSI CDROM.  I currently using ALWAYS IN2000 SCSI card, but I also have a Future Domain, a Western Digital SCSI card, and I work with an ADAPTIC  before.  As I recall, all these cards can support boot and floppy drive. However, to use with other controller (IDE, MFM...) the boot drive has to be the IDE (or MFM).  You CAN NOT boot from the SCSI if you have other  controller in the system.  If you guys only have 2 drives (1 IDE, 1 SCSI). just set up the IDE in your CMOS setup.  Make sure you can boot from it. Then, set up the SCSI controller (IRQ, DMA, etc). Set the SCSI drive to  ID 0.  Just plug and play for all the cards I seen so far.  Only if you  have more than 2 drives then you need driver for the third drive and so on.  If you have more question, email me, I will try to answer it. Good Luck!",0
sci.crypt,"I'm quite astonished, shocked, and appalled at this serious frontal  assault on emerging American freedoms.  The Clinton administration  nor any other government agency has any legitimate role whatsoever  in regulating cryptography. To do so is tantamount to regulating  `acceptable' speech, and is blatantly unconstitutional. Perhaps we  should rename this year `1984' in honor of such an illustrious  proposal.  Let the Crappy Chip live in infamy, and the adminstration receive great shame and discredit for this bizarre misadventure.  I am outraged that my tax money is being used to develop technology to restrict my freedoms far beyond reasonable measures.  The U.S. government will have my full uncooperation and disobedience on any serious threat to my liberties such as this, and I call on everyone with an interest in a sensible government to resist and defy this  proposal.  The administration does not seem to understand that they are merely a subservient instrument to implement the will of the public, and hence anyone involved in this proposal in this respect is  wholly negligent and remiss in performing their lawful duty.   It seems to me that U.S. Diplomatic communications should be  tappable by the U.N. whenever any countries produce a warrant to the U.N.  In fact, I think we should stop paying the NSA billions of dollars a year to produce unbreakable codes for this reason. These actions violate the sovereignity of international law. (I hope Mr. Clinton is shrewd enough to recognize my sarcasm and satire here. But if he isn't, it's a modest and reasonable proposal, so he should find merit with it nevertheless.)  Cryptography is neutral technology. If everybody has strong  cryptography (including policemen, bureacrats, businessmen,  housewives, thugs and hoodlums), we have a sustainable  equilibrium.  Anything less is an unworkable anti-egaltarian  arrangement, intrinsically antithetical to American freedoms, and guaranteed to collapse under its own weight of inherent  impracticality. We don't need to compromise on issues of freedom.   For too long our government has demonstrated itself to be  increasingly hostile and a serious obstacle to economic vitality  and protecting Americans.   It is not possible for the Federal Government to ``act quickly'' or develop ``consistent, comprehensive policies'' PERIOD.  And even if by some grandiose miracle such a thing were possible, it would only be an efficient way to deprive American citizens of fundamental and inalienable rights.  The administration has to be committed to leaving private  industries alone, esp. on this issue.  The government has no  legitimate role in regulating the content of communications. Law enforcement agencies must be prepared to forfeit their surveillance bludgeon; they are soon and inevitably to be  disarmed of it.    No such laws can be constitutionally sound, and this is equivalent to a veiled threat, which I don't appreciate.  This kind of  extortion tends to agitate me and others into radicalism. I will trade threats for threats, and violation for violation.   If the administration did say this, it would find itself  impeached for reckless and outrageous disregard of essential, established, entrenched, and explicit constitutional privacy  guarantees. The administration would have no legal standing  whatsoever; such an action would be egregiously illegal and criminal, and wholly untolerated and disregarded by vast  segments of the population.   The U.S., comprised of a vast majority of people fanatically  committed to preserving their privacy in the face of an  increasingly totalitarian government, is saying just that.   Take your chips and give them to NSA employees as Christmas bonuses. We can run any algorithm on our computers we damn well please,  and we will make any chips we please, and we will send any bit  pattern over our data highways we please. And if you try to stop  us, you will be gradually or abruptly dissolved into nothingness.  [privacy vs. law enforcement]  This is an outright Dingaling Denning lie.  The two aims of privacy and surveillance are intrinsically and fundamentally  incompatible, and you have to work for the NSA to think otherwise.  Americans are about to discover ways, through the use of technology,  to preserve their inalienable but forgotten freedoms that have slowly  been eroded away by an increasingly distant and unresponsive and  *unrepresentative* government.  --",1
sci.crypt,I used the information provided in the recent resource listings and tried to ftp to:  ccu1.aukland.ac.nz [130.216.1.5]:  ftp/mac/architec - *VISION-3D facet  and received an 'unknown host' message.  mail to Paul D. Bourke (pdbourke@ccu1.aukland.ac.nz) bounces with basically the same problem.  Where'd he go????  Rick    ,0
comp.sys.ibm.pc.hardware,"hi,   just a quick question reguarding pc tape backup. I own a 386 dos box and have an Archive VP402 interface card connected to a QIC-02 tape drive. Now the simple question is, does anybody in netland know were I can get some software for msdos (ver 5.0) to run this setup, freeware or shareware preferred .  Thanks in advance,                    Darryl",1
comp.sys.ibm.pc.hardware,"         So, how did you guys *learn* this? Is it something you were born with, or did you make horrible grinding noises the first few times? (how many times?)      I would think you'd have to have a certain amount of ""feel"" for it to begin with. Some people would never get it, and others (like me) would never have the guts to try it, unless maybe you were planning to buy a new transmission anyway...      (BTW, I've heard that quite a few truckers and race car drivers shift this way).",0
talk.religion.misc," If I have a habit that I really want to break, and I am willing to make whatever sacrifice I need to make to break it, then I do so. There have been bad habits of mine that I've decided to put forth the effort to break, and I've done so; there have been other bad habits that I've decided are not worth the effort to break.  It's my choice, either way.  I am my own master.  I choose what I want to do.  I weigh the benefits of my actions against their consequences, and I use my experience to help me deal with the unexpected, which in turn make me more experienced.  I don't always succeed, but I never fail, either -- I learn.  Do *you* have any habits you can't break?  Why not?   I have arrived at my own understanding of Christianity, just as you've probably arrived at your own understanding of Islam that is most likely very different from the way a Moslem thinks of his religion. Are you ""unable to master your lack of desire to understand even the slightest concept of the Quran""?  If that's different, then how is it different from what you accuse me of?  Can I accuse you of having no desire to understand even the slightest concept of atheism?   Of COURSE not.  That's disgusting.  For centuries, religions have been discriminating on sex and treating women as second-class humans; that's one of the reasons I renounced my Christianity.   No.  I don't insult people.  Period.  It's not in my nature, and it's not something that I want to do, either.   Not yet -- but my life is the ground I use to practice on.  The fun is in the getting there!   We don't start out perfect; we've got to strive to be something better.  I know my shortcomings, and I know my strengths, and I live my life according to the decisions I make, and I am content to abide with the consequences of my decisions as easily as I'll accept the praise for them.  There have been times in my life when I've made mistakes, yes; I try to never make the same mistake twice.   I regard Christ as a myth.  I feel that there are far too many people offering far too many interpretations of what he supposedly said and did.  The only person who can really judge me is *me*.  I choose the roads I travel, and I decide whether or not I want to reach the end of any given road or turn back -- and as long as I don't *always* turn back, there's no shame in it.  When I need help, I seek out my friends.   And you don't have a clue about what I'm saying, either.  Open your eyes and SEE; open your ears and LISTEN.  I'm not just spouting off empty words.  This is my LIFE, this is what gives me MEANING.   Huh?  You're going WAY off the track here.  I say my mother loves me.  How do I know, you ask?  I can point to definite things she's done for me, and I can even just bring her to you so you can ask her, face-to-face.  You say your deity loves you.  How do you know, I ask?  You can't even convince me that it exists!   If any god dangles 'heaven' before me like a carrot, promising untold pleasures to me if I'll only suspend my disbelief and ignore my rationality for just this once, then I would choose 'hell'.  I can *not* lie to myself to placate another being, no matter how powerful it is.  Note also that there are several gods trying to lure me this way: Yahweh, Allah, Zeus, Odin, Ra...  Please give me a solid reason to choose one of them over the others.  [ description of Kendigism deleted -- hee hee! ]   That paragraph demonstrates that you haven't listened to a single word I've said.  Have you ever gone to an amusement park?  Why?  I mean, after a few hours, it closes, and nothing's different except that you're a few dollars lighter.  Going to the amusement park doesn't do you any good at all.  Why do you do such a meaningless thing?  The answer is that you think it's fun.  You play the skee-ball over and over because you'd like to get better at it, even though you're not going to win anything better than a stuffed animal even if you blow ten dollars on it.  You ride the roller coaster because it's an thrilling experience, even though (because?) it scares the dickens out of you.  In the same way, I think life is fun.  And I don't intend to leave the amusement park of life until they close down for the night!  :-D   So you (and your holy book) say.  By the same token, therefore, Santa Claus delivers toys every xmas.  Don't you see?  I have NO REASON to believe that what you say is true.  Please give me some reason that I can't similarly apply to Santa Claus.   I can't do it, because your existence means nothing more to me than just your communications over the net.  You have no more bearing on nor importance in my life than that; remove it, and you will cease to be significant to me.  Are you thereby inferring that your deity is nothing more than a collection of verses in a book, and cannot be supported without invoking them?  Or do you mean that the existence of your deity (and, in fact, any other deity that can be written about) is as real as your own existence?  Why do you believe what you believe? ",1
talk.religion.misc,"Hi!  I will like to know if there is a FORTRAN library for MS-Windows v3+ out there.  I have several lots of source code written by past A/Ps in MS-FORTRAN, and recently have needed to port them to MS-Windows... I would like to avoid a major code-rewrite if possible - maybe a WINDOWS library is all I need?  Please help - reply by E-mail to:  traversmorgan@swell.actrix.gen.nz",0
rec.sport.baseball," I've been saying that for at least 2 years now and even the A's conditioning guru told Jose he was carrying too much weight and losing some would help his back.Although I don't for one second believe Jose used steroids,his back problems are very similar to problems alot of steroid users experience because they are simply carrying too much weight on their frame(see Jeff Bregel ex 49er as a textbook example), and IMHO Jose is too big for his frame.    I can't imagine how to estimate bat speed, but its pretty obvious that Jose is missing fastballs he used to hit, likely due to his back.    I don't know, he had an even more open stance when he first came up with the A's, and had no problems with it then. It might be that pre-back problems, he was quick enough to cover up any deficiencies the stance caused, but now he's lost just enough bat speed that the stance hurts him. The old saying if you're hot its a trigger mechanism, if you're cold, its a hitch.    The biggest problem IMHO is he never has found a stance he's comfortable with for more than a few months. He changes his stance so much, he loses track of where the strike zone is. In Wednesday's night game, he was  clearly mad at strike calls on both corners that looked pretty good to me. I think he no longer knows where the strike zone really is because he's changed his stance so much.  I'm also a bit concerned that because he's got Palmer and Gonzalez hitting all the homeruns, he'll become competitive, swing even harder and screw himself up even worse. LaRussa always said that Canseco's famous batting practice homer shows did him more harm than good as they encouraged bad hitting habits.   ",1
rec.sport.baseball,,0
talk.politics.mideast," Gannon, why don't you tell the readers of these newsgroups how you hail Nazism on your BBS, and post long articles claiming non-Whites are inferior?  # THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE  The Museum is entirely funded by private donations, but don't expect this fact to deter ""Maynard"".  BTW, Gannon's ideological fathers also had a passion for constructing museums and collections, some of which served to educate the public about the racial supremacy of the Aryans. One such collection was that of skeletons, and there was no lack of these around:  Letter from SS-Standartenfuehrer Sievers to SS-Obersturmbannfuehrer Dr. Brandt, November 2 1942 [""Trial of the Major War Criminals"", p. 520] ------------------------------------------------------------------- Dear Comarade Brandt,  As you know, the Reichsfuehrer-SS has directed that SS-Hauptsturmfuehrer Prof. Dr. Hirt be supplied with everything needed for his research work. For certain anthropological researches - I already reported to the Reichsfuehrer-SS on them - 150 skeletons of prisoners, or rather Jews, are required, which are to be supplied by the KL Auschwitz.   However, the good Doctor needed some more items to complete his research:  Testimony of Magnus Wochner, SS guard at the Natzweiler Concentration Camp [""The Natzweiler Trial"", Edited by Anthony M. Webb, p. 89] -------------------------------------------------------------------- ... I recall particularly one mass execution when about 90 prisoners (60 men and 30 women), all Jews, were killed by gassing. This took place, as far as I can remember, in spring 1944. In this case the corpses were sent to Professor Hirt of the department of Anatomy in Strasbourg. ",1
talk.politics.mideast,"Cross-posted to talk.politics.guns from can.politics:  # >been to Waco, Texas lately? yes, the government takes care of us # >all, doesn't it? as long as you belong to a government-sanctioned # >religion. # # Excuse me, but didn't these gun-ladden cult members threaten, shoot and kill # some people?  They threatened no one.  Their neighbours thought they were a little strange but all in all the kind of people you would want to live next door to.  One version has the BATF serving a *search* warrant by jumping out of a horse trailer with guns and tossing concussion grenades.  If this is the true order of events then the 'cult' could not know that a search warrant was being served and since there was no proof that these guys were police,  the 'cult' had every right to defend themselves.  : Torching themselves shows briliant tactics, and convinces me : they *realy* belong in society ...  If you watch actual footage of the fire from start to finish it is not at all clear that fire wasn't started by the tanks.  The people who survived are claiming that the fire was started by the tanks knocking over some kerosene lanterns.  The FBI is claiming that the 'cult' started the fire.  'they *realy* belong in society' is a catchy phrase but I'm personally waiting to see what the Texas Rangers have to say about it all before I pass judgment.   Why don't you do the same.  Some more interesting facts about the Waco incident:  1)  The original assault was conducted by BATF officers wearing     an assorted types of camouflage.  I saw, on CNN, at least     three different types.   I would be hard pressed to identify     a bunch of guys in 'bring-your-own' battle fatigues as     uniformed officers of the law even if they were claiming to     be police.      2)  The BATF has been lying from the beginning:     + ""We only had handguns"" - the original footage showed 4 BATF       officers on a roof top getting shot at,  one had an MP-5       assault sub-machine gun.     + ""We were out gunned"" - sub-machine guns and shotguns are the       BEST in quarters weapon,  you can't be out gunned when you       have the best guns available for the job.     + ""We didn't know they had guns that would shoot through doors!"" -       this one is the best,  there are very few guns that won't shoot       through a household door,  or through a house WALL for that       matter.  Since officers from the Bureau of Alcohol, Tobacco, and       *Firearms* should know that,  they are either lying or incredibly       incompetent.  Not to mention criminally negligent if they are       shooting bullets that they think will stop when the encounter       plywood.     + ""We had a search warrant.  Actually, we had an arrest warrant.        No, wait,  we had both.  Yeah, that's the ticket.        Oh, and they're child molesters too.  And they make *drugs*.        Did we mention we think they have rocket launchers.""       - The story from BATF and FBI spokespeople has changed daily       and their claims were getting increasingly outrageous.        3)  Throughout the siege the FBI and BATF have be claiming that one     of their biggest concerns was that Koresh and his followers would     mass suicide.   Now they are claiming that that's what he did     AND that they are surprised that he did.  Huh?  All in all I think that anything the FBI and BATF say should be taken with a grain or two of salt.  Rob.",0
rec.motorcycles,"I feel childish.   Who mentioned dirtbikes? We're talking highway speeds here. If you go 70mph on your dirtbike then feel free to contribute.   Because it wouldn't be a Jeep if it didn't. A friend of mine just bought one and it has more warning stickers than those little 4-wheelers (I guess that's becuase it's a big 4 wheeler). Anyway, it's written in about ten places that the windshield should remain up at all times, and it looks like they've made it a pain to put it down anyway, from what he says. To be fair, I do admit that it would be a similar matter to drive a windscreenless Jeep on the  highway as for bikers. They may participate in this discussion, but they're probably few and far between, so I maintain that this topic is of interest primarily to bikers.   Notice how Ed picked on the more insignificant (the lower case part) of the  two parts of the statement. Besides, around here it is quite rare to see  bikers wear goggles on the street. It's either full face with shield, or  open face with either nothing or aviator sunglasses. My experience of  bicycling with contact lenses and sunglasses says that non-wraparound  sunglasses do almost nothing to keep the crap out of ones eyes.   Ok, ok, fine, whatever you say, but lets make some attmept to stick to the point. I've been out on the road where I had to stop every half hour to clean my shield there were so many bugs (and my jacket would be a blood-splattered mess) and I'd see guys with shorty helmets, NO GOGGLES, long beards and tight t-shirts merrily cruising along on bikes with no windscreens. Lets be really specific this time, so that even Ed understands. Does anbody think that  splattering bugs with one's face is fun, or are there other reasons to do it? Image? Laziness? To make a point about freedom of bug splattering?",1
rec.motorcycles,,0
comp.windows.x,"Hi! I've just installed the new XArchie 2.0.1 and it all works fine, except:  on our grayscale xterm the custom icons compiled into the program don't work at all, but on the BW terminal it works fine. I can set the icon to an xbm file with .twmrc, but that doesn't give the neat-o change when busy action. (Other programs with similar actions, e.g. xmail, xbiff, work fine.)  The X-interface author, George Ferguson, suggests it might be a problem with the X intrinsics, but isn't willing to hack around to fix it himself. But I know zero about X programming, so I don't think I can find it.   Does anyone out there know an obvious fix for the problem?  Andrew ",1
comp.windows.x," It should be noted that belief in God is in itself no more a behavoral imperative than lack of belief. It is religion which causes the harm, not the belief in God.  ",0
