query,doc,label
talk.politics.misc,     I don't remember the article that you removed so I can't comment on it. What I can comment on though is your response.  Do you really believe that what you wrote is sufficient to refute the article? Do have any facts in addition to your opinion?,1
talk.politics.misc,  	Up to that point I thought you were talking about the Rosicrucian Order... :-)  [No offense intended!],0
talk.politics.misc," Put up or shut up. Where is your evidence? Show a study indicating a link between liking >>GROWN UPS<< of the same sex and liking children. Saying that 30% of molested children are male shows nothing since it tells you nothing of the molesters preference in adults (if they have any at all).    The politicians will have plenty to be scared of in one week be it 1% or 90%.   I'm sure there will be a few non queers, but the vast majority are queer. ",1
talk.politics.misc," I guess what I am really asking, like I did above, how does my government who is my servent, tell me the soveriegn what I can or cannot possess?  It would seem to me that the act of possessing a machine gun is no less ""criminal"", by definition, than the act of possessing a television set. I also would seem to me that it would be better to pass laws that say, that if I harm or kill someone with the machine gun or the television set that there  would be specific penalties for doing such.    Sorry, I was close.    ",0
comp.windows.x,"How can get a pixel value from a Drawable, without having to copy it to the client as an XImage and use XGetPixel ?? - I want to select pixels from an animating window on the server, without having to copy the whole lot back to my client. (X11R5).  Any pointers appreciated,  Gordon. ",1
comp.windows.x,"Hello, All!    I apologize, I haven't published my astro FTP list since March.   Now I haven't tested all the sites included into the list.  I   would notified all the people, you have stored some older issues   of my, there are now lots of changes.  Many sites have gone away:   They either do not exist any more or all the astro stuff have   removed.     The job keep this list is very hard, so all the notes and informat-   ion of changes, new sites, new contents etc. is welcome.    I would thank all the net people who give me information for the   newest version.      					regards,  					Veikko Makela",0
alt.atheism,   Much of the Haight-Ashbury crowd probably had pre-existing  dissatisfactions with their lives -- dissatisfactions ameliorated by mumbo-jumbo about 'new realities'. The only change I experienced after  LSD was to gain the knowledge that I didn't enjoy how LSD twisted my perception. -- Mark Pundurs,1
alt.atheism,"  Good grief!  I do believe that for once you may have an argument which may be discussed intelligently!  I guess that you are a person who dislikes contact with people of ethnic minority.  However, your argument again falls flat on its face.  You state that you, under an anti-discrimination bill, would be forced to associate with others [homosexuals, I assume] against your will.  How do you know that you do not associate with them now, except they may be closeted?   Would you like to change your argument to read ""forced to associate with truthfully homosexual people against my will""?  You have no proof that anyone you now know may not be homosexual and this punches a large hole in your argument.  Is it your belief that a homosexual comes in only one flavour (sic) and that is the camp mincing type?  Prove it.  You cannot.  I must admit though, that it looks as if you actually thought about your response this time instead of just raving.   ",0
comp.graphics,"Does anyone out there know of a site that might have a 2-D spline fit routine useful for interpolation?  thanks for any help, Craig Morioka",1
comp.graphics,"  You're kidding, right?  This is Flame bait in the extreme.  V-max handling? Har har har har....",0
talk.politics.mideast,Mark Ira Kaufman writes,1
talk.politics.mideast," Not only have I not heard of the Western Business School, or the University of Western Ontario, I've never even wondered if there WAS a western Ontario.  And judging by the quality of the posts coming from there, I'm still not sure that the place exists.  Perhaps I should be impressed, though, since it appears that grade school children in that area have access to the Internet.",0
comp.windows.x,I am tunning into this newgroup after a long time. Could somebody tell me  what the slave mode in the xterm is? and what can it be used for? Any info where I can get more info or examples. I want to use a bunch of xterms and  send the input from one application to these xterms and get the output on the xterms. Please email me any info. ,1
comp.windows.x," This is the one part that really scares me. Without the keys, it can likely be determined if a person is using the ""State Approved"" encryption method, and if not then that persons life is forfet, and the profits go to making more busts, and more  profit.   ""Power corrupts. Absolute power corrupts absolutely."" Human nature has not changed very much in only a few hundred years.... ",0
talk.religion.misc,  	Up to that point I thought you were talking about the Rosicrucian Order... :-)  [No offense intended!],1
talk.religion.misc,"  You're kidding, right?  This is Flame bait in the extreme.  V-max handling? Har har har har....",0
talk.politics.mideast,"   Geez, I think some of these people have been too long on the net, you are not going to convince anyone of anything through violent language, one wonders why so many have violent tounges...     ",1
talk.politics.mideast," I had the same inconvenience when I bought my EX-500; only I could at least go 50 mph during the initial break-in.  Despite the high quality of motor oils and motorcycle engines these days, I would follow the instructions, and just keep to city street riding for the first 500 miles. Heck, those miles go by fast, and it's worth it to know you haven't possibly screwed up your engine.  At the same time, this has all the makings of a 6-week-long thread debating the whole break-in topic.",0
talk.politics.guns,"Does anyone really believe the Swiss have had no war within their borders because every adult male owns a rifle? I'm a great admirer of the Swiss, but 500 years of peace on their turf has zilch to do with gun ownership. Can you picture Hitler, with Panzers and Focke-Wulfs poised on the border, losing sleep over a few thousand expert rifleman? Sure.  Hitler stayed out of Switzerland because the Swiss run the money in this world. We'd do well to emulate them on that and forget about getting more rifles on the street. Let's disband the NRA and start a National Investment Banking Association, replete with red and black sticker for the back window of Bubba's Mercedes 600! We could fire Charlton Heston and get Paul Volcker for a spokesman. ",1
talk.politics.guns,":         Goodbye Minnesota,...you never earned the right to have an NHL  : franchise in the first place! :         Hope you enjoy your Twin city wide mania for HIGH SCHOOL HOCKEY : (hey, by the way my old pee wee team is having a reunion in Regina, care  : to come up and film the event?) :         Yee haa Golden Gophers : Whatta weird town!!!!!  : s4lawren@sms.business.uwo.ca (Stephen Lawrence) : Western Business School  --  London, Ontario  This is the second posting of this kind from an idiot at a business  school in Canada. What is your problem up there anyway? Is this what  they teach you in business school in Canada?",0
sci.space," There was a recession, and none of the potential entrants could raise any money.  The race organizers were actually supposed to be handling part of the fundraising, but the less said about that the better.",1
sci.space," I don't believe you, and I don't believe your friend.  Why?   Because DES is not known to have any known plaintext attacks readily availble. Unless your friend knows something and is keeping it secret, he was bullshitting you.  Now, it IS possible that he noted a weakness in the *implementation* of the Kerberos protocol. For instance, using a weak RNG to generate keys might cut down on the keyspace (not for the user keys -- for the other kind who's name I can't remember). However, this is not what was claimed. You are claiming a general weakness in DES, which is not known to exist in the open literature.  Don't get me wrong -- DES is weaker than it should be. However, cracking it in 15 minutes requires more money be spent on the cracking machine than ANY organization I know of has available.  -- Perry Metzger		pmetzger@shearson.com",0
comp.graphics," It is true the convex algorithm is faster than a general concave/multi outline algorithm, but not tremendously faster.  I spent awhile implementing and optimizing both flavors, and the convex turned out about 10% faster.  This is all C (on HP PA-RISC the compiler got the inner loop [shooting the span] as fast as possible, as far as I could tell).  For any sort of game the database to render is known ahead of time, and can be made all convex.  Definitely the way to go.  p.s. sorry but my code CANNOT be made public domain.... 	jesse",1
