query,doc,label
rec.autos,"     	Are 180 degree V-6 ""Flat-Six"" engines???",1
rec.autos,"Archive-name: cryptography-faq/part04 Last-modified: 1993/4/15   FAQ for sci.crypt, part 4: Mathematical Cryptology  This is the fourth of ten parts of the sci.crypt FAQ. The parts are mostly independent, but you should read the first part before the rest. We don't have the time to send out missing parts by mail, so don't ask. Notes such as ``[KAH67]'' refer to the reference list in the last part.  The sections of this FAQ are available via anonymous FTP to rtfm.mit.edu  as /pub/usenet/news.answers/cryptography-faq/part[xx].  The Cryptography  FAQ is posted to the newsgroups sci.crypt, sci.answers, and news.answers every 21 days.   Contents:  * In mathematical terms, what is a private-key cryptosystem? * What is an attack? * What's the advantage of formulating all this mathematically? * Why is the one-time pad secure? * What's a ciphertext-only attack? * What's a known-plaintext attack? * What's a chosen-plaintext attack? * In mathematical terms, what can you say about brute-force attacks? * What's a key-guessing attack? What's entropy?   * In mathematical terms, what is a private-key cryptosystem?    A private-key cryptosystem consists of an encryption system E and a   decryption system D. The encryption system E is a collection of   functions E_K, indexed by ``keys'' K, mapping some set of   ``plaintexts'' P to some set of ``ciphertexts'' C. Similarly the   decryption system D is a collection of functions D_K such that   D_K(E_K(P)) = P for every plaintext P.  That is, succesful decryption   of ciphertext into plaintext is accomplished using the same key   (index) as was used for the corresponding encryption of plaintext   into ciphertext.  Such systems, wherein the same key value is used to   encrypt and decrypt, are also known as ``symmetric'' cryptoystems.  * What is an attack?    In intuitive terms a (passive) attack on a cryptosystem is any method   of starting with some information about plaintexts and their   corresponding ciphertexts under some (unknown) key, and figuring out   more information about the plaintexts. It's possible to state   mathematically what this means. Here we go.    Fix functions F, G, and H of n variables. Fix an encryption system E,   and fix a distribution of plaintexts and keys.    An attack on E using G assuming F giving H with probability p is an   algorithm A with a pair f, g of inputs and one output h, such that   there is probability p of computing h = H(P_1,...,P_n), if we have   f = F(P_1,...,P_n) and g = G(E_K(P_1),...,E_K(P_n)). Note that this   probability depends on the distribution of the vector (K,P_1,...,P_n).    The attack is trivial (or ``pointless'') if there is probability at   least p of computing h = H(P_1,...,P_n) if f = F(P_1,...,P_n) and   g = G(C_1,...,C_n). Here C_1,...,C_n range uniformly over the possible   ciphertexts, and have no particular relation to P_1,...,P_n. In other   words, an attack is trivial if it doesn't actually use the encryptions   E_K(P_1),...,E_K(P_n).    An attack is called ``one-ciphertext'' if n = 1, ``two-ciphertext'' if   n = 2, and so on.  * What's the advantage of formulating all this mathematically?    In basic cryptology you can never prove that a cryptosystem is secure.   Read part 3: we keep saying ``a strong cryptosystem must have this   property, but having this property is no guarantee that a cryptosystem   is strong!''    In contrast, the purpose of mathematical cryptology is to precisely   formulate and, if possible, prove the statement that a cryptosystem is   strong. We say, for example, that a cryptosystem is secure against   all (passive) attacks if any nontrivial attack against the system (as   defined above) is too slow to be practical. If we can prove this   statement then we have confidence that our cryptosystem will resist   any (passive) cryptanalytic technique. If we can reduce this statement   to some well-known unsolved problem then we still have confidence that   the cryptosystem isn't easy to break.    Other parts of cryptology are also amenable to mathematical   definition. Again the point is to explicitly identify what assumptions   we're making and prove that they produce the desired results. We can   figure out what it means for a particular cryptosystem to be used   properly: it just means that the assumptions are valid.    The same methodology is useful for cryptanalysis too. The cryptanalyst   can take advantage of incorrect assumptions. Often he can try to   construct a proof of security for a system, see where the proof fails,   and use these failures as the starting points for his analysis.    * Why is the one-time pad secure?    By definition, the one-time pad is a cryptosystem where the   plaintexts, ciphertexts, and keys are all strings (say byte strings)   of some length m, and E_K(P) is just the sum (let's say the exclusive   or) of K and P.    It is easy to prove mathematically that there are _no_ nontrivial   single-ciphertext attacks on the one-time pad, assuming a uniform   distribution of keys. Note that we don't have to assume a uniform   distribution of plaintexts. (Here's the proof: Let A be an attack,   i.e., an algorithm taking two inputs f, g and producing one output h,   with some probability p that h = H(P) whenever f = F(P) and   g = G(E_K(P)) (i.e., g = G(K + P)). Then, because the distribution of   K is uniform and independent of P, the distribution of K + P must also   be uniform and independent of P. But also the distribution of C is   uniform and independent of P. Hence there is probability exactly p   that h = H(P) whenever f = F(P) and g = G(C), over all P and C. Thus   a fortiori A is trivial.)    On the other hand the one-time pad is _not_ secure if a key K is used   for more than one plaintext: i.e., there are nontrivial   multiple-ciphertext attacks. So to be properly used a key K must be   thrown away after one encryption. The key is also called a ``pad'';   this explains the name ``one-time pad.''  * What's a ciphertext-only attack?    In the notation above, a ciphertext-only attack is one where F is   constant. Given only some information G(E_K(P_1),...,E_K(P_n)) about   n ciphertexts, the attack has to have some chance of producing some   information H(P_1,...,P_n) about the plaintexts. The attack is trivial   if it has just as good a chance of producing H(P_1,...,P_n) when given   G(C_1,...,C_n) for random C_1,...,C_n.    For example, say G(C) = C, and say H(P) is the first bit of P. We can   easily write down an attack---the ``guessing attack,'' which simply   guesses that H(P) is 1. This attack is trivial because it doesn't use   the ciphertext: it has a fifty-fifty chance of guessing correctly no   matter what. On the other hand there is an attack on RSA which   produces one bit of information about P, with 100% success, using C.   If it is fed a random C then the success rate drops to 50%. So this is   a nontrivial attack.  * What's a known-plaintext attack?    The classic known-plaintext attack has F(P_1,P_2) = P_1,   G(C_1,C_2) = (C_1,C_2), and H(P_1,P_2) depending only on P_2.   In other words, given two ciphertexts C_1 and C_2 and one decryption   P_1, the known-plaintext attack should produce information about the   other decryption P_2.    Note that known-plaintext attacks are often defined in the literature   as producing information about the key, but this is pointless: the   cryptanalyst generally cares about the key only insofar as it lets him   decrypt further messages.  * What's a chosen-plaintext attack?    A chosen-plaintext attack is the first of an increasingly impractical   series of _active_ attacks on a cryptosystem: attacks where the   cryptanalyst feeds data to the encryptor. These attacks don't fit into   our model of passive attacks explained above. Anyway, a   chosen-plaintext attack lets the cryptanalyst choose a plaintext and   look at the corresponding ciphertext, then repeat until he has figured   out how to decrypt any message. More absurd examples of this sort of   attack are the ``chosen-key attack'' and ``chosen-system attack.''    A much more important form of active attack is a message corruption   attack, where the attacker tries to change the ciphertext in such a   way as to make a useful change in the plaintext.    There are many easy ways to throw kinks into all of these attacks:   for instance, automatically encrypting any plaintext P as   T,E_K(h(T+R+P),R,P), where T is a time-key (sequence number) chosen anew   for each message, R is a random number, and h is a one-way hash   function. Here comma means concatenation and plus means exclusive-or.  * In mathematical terms, what can you say about brute-force attacks?    Consider the following known-plaintext attack. We are given some   plaintexts P_1,...,P_{n-1} and ciphertexts C_1,...,C_{n-1}. We're   also given a ciphertext C_n. We run through every key K. When we find   K such that E_K(P_i) = C_i for every i < n, we print D_K(C_n).    If n is big enough that only one key works, this attack will succeed   on valid inputs all the time, while it will produce correct results   only once in a blue moon for random inputs. Thus this is a nontrivial   attack. Its only problem is that it is very slow if there are many   possible keys.  * What's a key-guessing attack? What's entropy?    Say somebody is using the one-time pad---but isn't choosing keys   randomly and uniformly from all m-bit messages, as he was supposed to   for our security proof. In fact say he's known to prefer keys which   are English words. Then a cryptanalyst can run through all English   words as possible keys. This attack will often succeed, and it's much   faster than a brute-force search of the entire keyspace.",0
comp.sys.mac.hardware," Many Companies package Syquest drives for the mac already.... So unless you are using one for the IBM world, Id buy a Mac ready Config.",1
comp.sys.mac.hardware,Who has experience with porting a GL-program to an Alpha APX   workstation with Kubota's Denali 3D-Graphic. Is there any problems? Is the real graphic-performance like a SGI R4000 Indigo XS24Z? ,0
alt.atheism,"   Of course not. I would think that would be great _fun_, not having ever felt the joy and peace the Christians speak of with a longing gaze. This is not what I got when I believed - I just tried to hide my fear of getting punished for something I never was sure of. The Bible is hopelessly confusing for someone who wants to know for sure. God did not answer. In the end, I found I had been following a mass delusion, a lie. I can't believe in a being who refuses to give a slightest hint of her existence.   I suggest they should honestly reconsider the reasons why they believe and analyse their position. In fact, it is amusing to note in this context that many fundamentalist publications tell us exactly the opposite - one should not examine one's belief critically.  I'll tell you something I left out of my 'testimony' I posted to this group two months ago. A day after I finally found out my faith is over, I decided to try just one more time. The same cycle of emotional responses fired once again, but this time the delusion lasted only a couple of hours. I told my friend in a phone that it really works, thank god, just to think about it again when I hung up. I had to admit that I had lied, and fallen prey to the same illusion.   I used to believe what I read in books when I was younger, or what other people told me, but I grew more and more skeptical the more I read. I learned what it means to use _reason_.  As a student of chemistry, I had to perform a qualitative analysis of a mixture of two organic compounds in the lab. I _hated_ experiments like this - they are old-fashioned and increase the student's workload considerably. Besides, I had to do it twice, since I failed in my first attempt. However, I think I'll never forget the lesson:   No matter how strongly you believe the structure of the unknown is X, it may still be Y. It is _very_ tempting to jump into conclusions, take a leap of faith, assure oneself, ignore the data which is inconsistent.  But it can still be wrong.   I found out that I was, after all, using exactly the same mechanism to believe in god - mental self-assurance, suspension of fear,  filtering of information. In other words, it was only me, no god playing any part.    Oh? And I had better believe this? Dan, many UFO stories are much better documented than the resurrection of Jesus. The resurrection is documented quite haphazardly in the Bible - it seems the authors did not pay too much attention to which wild rumour to leave out. Besides, the ends of the gospels probably contain later additions and insertions; for instance, the end of Mark (16:9-20) is missing from many early texts, says my Bible.  Jesus may have lived and died, but he was probably misunderstood.   This is easy. I believe that the world exists independent of my mind, and that logic and reason can be used to interpret and analyse what I observe. Nothing else need to be taken on faith, I will go by the evidence.   It makes no difference whether I believe George Washington existed or not. I assume that he did, considering the vast amount of evidence presented.   A liar, how do you know what my attitude was? Try reading your Bible again.   I was willing to die for my faith. Those who do are usually remembered as heroes, at least among those who believe. Dan, do you think I'm lying when I say I believed firmly for 15 years? It seems it is  very difficult to admit that someone who has really believed does not do so anymore. But I can't go on lying to myself.  Blind trust is dangerous, and I was just another blind led by the blind. But if god really wants me, she'll know what to do. I'm willing. I just don't know whether she exists - looking at the available evidence, it looks like she doesn't.   Petri",1
alt.atheism,"  The problem is that the pins in the ADB connector  are close to each other, and if you happen to bend the cable a little while inserting it, you short the ADB port. If you take it to an Apple Repair Centre, that means a new motherboard (though a component replace IS physically possible)  Same goes for serial ports (LocalTalk as well)  Cheers,  					/ h+ --   -- Jon W{tte, h+@nada.kth.se, Mac Hacker Deluxe --",0
talk.religion.misc,"}>}>}(a) out of context; }>}>Must have missed when you said this about these other ""promises of god"" that we keep }>}>getting subjected to.  Could you please explain why I am wrong and they are OK? }>}>Or an acknowledgement of public hypocrisy. Both or neither. }>} }>}So, according to you, Jim, the only way to criticize one person for }>}taking a quote out of context, without being a hypocrite, is to post a }>}response to *every* person on t.r.m who takes a quote out of context? }> }>Did I either ask or assert that?  Or is this your misaimed telepathy at work again? } }(1)  Stephen said you took a quote out of context }(2)  You noted that Stephen had not replied to some other t.r.m article }     (call it A) that took a quote out of context }(3)  But the lack of evidence for X does not constitute evidence for the }     lack of X  (a common creationist error) }(4)  So the fact that Stephen did not reply to A does not justify the }     conclusion that Stephen condoned taking quotes out of context in A  Excellent.  Now under what conditions could such a conclusion be made, other than a direct assertion by his part.  For instance, am I to assume that you have no position on eating shit merely because you have not said your position, or might a conclusion be made by observing that you do not.  }(7)  I assumed you were being logical, and that the sentence that begins }     ""Could you please explain ..."" was not a nonsequitur, but was intended }     to follow from the sentence that preceded it.  }Is that better Jim?   It's called an argument.  If you disagree with it, }explain why the argument is not sound.  (I admit that my assumption in (7) }may have been a bit hasty.)  If you agree with it, just say ""yup.""",1
talk.religion.misc,"Obesssive Compulsive Disorder (not to be confused with Obsessive Compulsive _Personality_ Disorder !) is an acute anxiety disorder characterized by either obsessions (persistent intrusive thoughts that cause anxiety when not entertained), or compulsions (repetitive, ritualistic actions that similarly cause intense psychological discomfort when resisted).    OCD is often associated with certain forms of depression.    Examples of obsessive thoughts are repeated impulses to kill a loved one (though not accompanied by anger), or a religious person having  recurrent blasphemous thoughts.  Generally, the individual attempts to ignore or suppress the intrusive thoughts by engaging in other activities.   The individual realizes that the thoughts originate from the own mind, rather than being from an external source.  Examples of compulsive actions are constant repetitive hand washing, or other activity that is not realistically related to alleviating a source of the anxiety.  In OCD, the obsessions or compulsions are highly distressing to the individual, take an hour or more per day, and significantly impair their daily routine and social relationships.  Treatments include psychotherapy, behavioral methods, and sometimes certain anti-depressants which have recently been found effective in alleviating obsessions and compulsions.  The standard diagnostic code for OCD, if you want to look it up in the DSM-III manual of psychiatric diagnosis is 300.30 .  						kind regards,",0
talk.politics.misc,     You might as well have.  You certainly would not have been in error if you would have.,1
talk.politics.misc, ,0
