query,doc,label
talk.politics.misc,"The Selective Service Registration should be abolished.  To start with, the draft is immoral.  Whether you agree with that or not, we don't have one now, and military experts agree that the quality of the armed forces is superior with a volunteer army than with draftees.  Finally, the government has us on many lists in many computers (the IRS, Social Security Admistration and Motor Vehicle Registries to name a few) and it can find us if it needs to. Maintaining yet another list of people is an utter waste of money and time. Let's axe this whole department, and reduce the deficit a little bit. ",1
talk.politics.misc," The big win with the V-1 is not its range but rather its directionality and multiple-transmitter tracking (which you later called a ""gimmick"" -- a conclusion I disagree with).  Since the detector incorporates multiple receivers it's not surprising that it's significantly more expensive.  While the added capabilities may not help you, there is added value for those of us who live in areas where there are a lot of false-alarms.   I certainly call it ""interesting"" but I'm another person who thinks that the added value might be coming at too high a cost.  Very adequate radar detectors are available for less than half the cost and one of them has suited me rather well.  If I did more long-distance travelling in areas I'm not familiar with I'd probably consider getting the V-1 because it's additional information would be useful in discriminating false alarms.",0
talk.religion.misc,"  So instead you are asking individual citizens to place themselves at risk by assuming that everyone who claims to be a cop, actually is a cop. Around here the police have actually made public service announcements saying that if you are a lady driving by yourself at night and you see blue lights flashing behind you. Do not pull over until you reach a well lit, preferably occupied place, gas station etc.   It wouldn't be murder, it would be self defense.",1
talk.religion.misc,"   What do you find so wrong with the flat 6 in the Subaru's, or the flat 4 for that matter?",0
talk.politics.guns,"  This is, apparently, what passes for intelligent discourse at Trinity. Joe ""FBI cultist"" Kusmierczak gets angry when its pointed out that the FBI has told him is a LIE, the mounting evidence is that  they've lied about almost every detail of 4/19 except that they were there. What can you expect of cultists like him, somebody oughtta burn him out, and if he's trapped, well, good riddance! Right Joe? ",1
talk.politics.guns,"From mikefran Wed Apr 21 10:55:39 EDT 1993 Article: 56 of csc.general Newsgroups: dc.forsale,dc.general,um.general,csc.general Path: wam.umd.edu!mikefran From: mikefran@wam.umd.edu (Michael Francis) Subject: Car for Sale Message-ID: <1993Apr21.142729.7039@wam.umd.edu> Keywords: 1981 Volkswagon Scirocco Sender: usenet@wam.umd.edu (USENET News system) Nntp-Posting-Host: rac3.wam.umd.edu Organization: Workstations at Maryland, University of Maryland, College Park Distribution: csc,um,dc Date: Wed, 21 Apr 1993 14:27:29 GMT   1981 Volkswagon Scirocco      Gold exterior and interior    5 speed transmission    AM/FM Stereo with cassette    Sunroof    Engine in good condition    New Tires    Needs $300 work on front left control arm because of damage caused by      pothole.    Runs well     Asking $800.00  AS IS / OBO.",0
talk.politics.guns,"  I guess you need to be reminded of some things!  Have you ever heard of the First Amendment?  I guess not.  It isn't a crime to be a religous (I know you said ""sacraligious"", but it isn't your place to judge his religion) zealot in this country.  REMEMBER we have freedom of religion in this country! I guess you are selective in that respect!  So what if they were ""bastard"" children.  They were CHILDREN!  Do you condone their deaths?  I pray for your lack of a soul if you do!",1
talk.politics.guns,    And Boris Majorov has made a 1+1 year deal with Tappara.,0
misc.forsale,"Looking to save money?  I am your man.  I will mail you  $5 in food coupons for only$2.50.  Or you will get twice the dollar amount of coupons.  So mail $15 and get $30 dollars in coupons. Sounds like a great deal well it is.  Send SASE to 766 S.Elizabeth St. Salt Lake City, Utah 84102 enclose money in form of a money order.  Personally, I would not trust a person to send coupons after money is sent.  Well, let me earn your trust.  Send $1 dollar, and I'll send you your $2 in store coupons.   Then we'll talk more e-mail enquiries to yb025@uafhp.uark.edu",1
misc.forsale,"Fact or rumor....?  Madalyn Murray O'Hare an atheist who eliminated the use of the bible reading and prayer in public schools 15 years ago is now going to appear before the FCC with a petition to stop the reading of the Gospel on the airways of America.  And she is also campaigning to remove Christmas programs, songs, etc from the public schools.  If it is true then mail to Federal Communications Commission 1919 H Street Washington DC 20054 expressing your opposition to her request.  Reference Petition number",0
alt.atheism,"  Did I claim that there was an absolute morality, or just an objective one?",1
alt.atheism,"# #The argument that ""slavery was a dying institution"" was often made by # 						     ^^^ # 						     (IS) #  # #historians, mainly Southerners, who sought to divert attention from the  # #institution as the central issue of the Civil War.  In fact, however, # #the argument is specious, at best.  More recent scholarship from the  # #last 20-30 years demonstrates rather conclusively that the cotton/sugar/ # #tobacco economy and its reliance on slavery was increasingly dominant in  # #the South prior to the Civil War. #  # This is because the South did not receive the massive momentum of capital #  intensive growth that the Northern states did. Compare the Northern #  agricultural system with the Southern and you will see a major difference  #  in the capital to labor intensity.  Capital and labor are one and the same in a slave economy.  Except that capital doesn't reproduce quite as readily as slaves did.  Slavery was a dying institution before the cotton gin, yes, but not in 1850.  # #It is true that cotton suffered from price depression in the 1840's - # #the period used to claim that slavery would not have lasted in the  # #South.   #  # That is not the argument that I have heard. It would not have lasted because #  the growth in the North would not have been sustained for much longer without #  spilling over to the Southern states, i.e. Northern industry would have  #  migrated capital to the Southern states, and with that would have come  #  immigrant labor to the ports of the South, e.g. Charleston, Savannah, Mobile, #  New Orleans, etc. This would have put the breaks on the slave market and #  slavery would have been out-moded by the capital intensity of competing  #  agriculturalists. Those that insisted on keeping slaves because of their #  ""Cruel Hearts and Hatred for Black People"" would have been driven out of #  business. Simple capital to labor ratio...read Michael Parkin _Microeconomics_ #  2nd edition, and any other basic economics book.  This assumes that the slave holder dominance over state governments would not have caused the passage of laws to keep out capital from the North.  Since slave holders were prepared to do almost anything else to destroy free markets in order to maintain slavery, I do not doubt that they would have passed laws to cripple any serious competitive threat.  Thomas Sowell's _Market and Minorities_ argues that the maintenance of slavery, and the costs it imposed on state and local governments, discouraged not only capital formation, but also outside capital investment in the Southern states.  # 	Craig A. Depken, II",0
comp.sys.ibm.pc.hardware,"Hi there,   I have a problem here, I've lost the software drivers and setup programs for my Hardcard.  Can someone email me the files, or let me know if Plus Development (were they bought out by Quantum?) has a BBS or phone #?  I have a Hardcard II XL50.",1
comp.sys.ibm.pc.hardware,"I am having trouble obtaining the specified standby current drain from a MC146818A Real Time Clock.  Has anyone out there had some experience in doing this?  The specs call for a few sequences to be met before standby mode is activated, and are a bit hard to decipher on that, but I thought that I had it worked out.  However, with a 32kHz crystal the lowest current drain I can acheive at 3.7V Vcc is 150uA.  This is three times the specified MAXIMUM under the conditions I am attempting to create.  I have done the following things:  1) Made sure that RESET/ is asserted for Trlh after powerup, and AS is    low during this time.   2) Made sure that there is a cycle on AS after the negation of RD/ or    WR/ during which STBY/ was asserted.  What am I doing wrong?  Thanks very much,",0
rec.motorcycles,"   Sure you can have everything, if by ""everything"" you mean fast straight line performance AND handling - present day liter sport bikes have more horsepower and have faster 0-60 and 1/4 mile times than the V-max...  Plus, they corner just a bit better...     Very true.  Randy Davis                            Email: randy@megatek.com ZX-11 #00072 Pilot                            {uunet!ucsd}!megatek!randy DoD #0013",1
rec.motorcycles," You, along with Mario Lemieux, must be from another planet.  The only difference is that Lemieux comes from the one with Geo. Washington, Abe Lincoln (and many other great men and women of this world) whereas you come from the one with David Koresh.  Yeah, Mario is good at drawing penalties, but wouldn't you try do something (you do claim to play) to give your team an advantage?  I don't remember Lemieux getting any diving penalties this year, whereas many others did.  Finally, Mario has NEVER complained about being hit.  He knows it's part of the game; he gets back by dishing out an even bigger hit to the same guy or just scoring a few goals (or setting them up.)  Don't you have any compassion for a man who has gone through so much in his life?",0
comp.windows.x,"Hello,  I am testing a port of X11R5 to Coherent, a unix clone OS for Intel architecture machines.  I am seeing a strange problem with text in clients like xvt (a simple terminal emulator program).  The problem manifests it self when the shell echoes typed characters back to the server for display, one at a time.  The characters appear to be too closely spaced, with the result being that the 2nd character echoed destroys the  rightmost edge of the first character, then the 3rd character destroys the  rightmost edge of the second character, and so on.  It looks like there is an invisible boundary around a character which obscures a portion of the previous character.  There is no problem between the characters when the shell returns a complete line of text... only when the output is a series of individual characters.  If anyone has any ideas what the problem might be, or where I should look to find it, it would be much appreciated.  Regards and thanks, Jon Dhuse. ",1
comp.windows.x,"    	The Olds Supreme Convertible got high marks in C/D's recent test, if you can get by the stupid body moldings and stuff.  The Saab 900 ragtop may be out of your range, but its a good choice.  Is there a new F-car convertible? The Nissan 240SX convertible is a nice car also... Those immediately come to  mind...   ",0
talk.politics.misc,"I don't want to attack anyone's personal opinions and thus have not included any articles - but it seems to me incredibly ridiculous and pompous for someone to sit back with the benefit of hindsight and point fingers at Clinton, Reno, the FBI, or whomever.  First of all, it is a knee-jerk judgement.  The facts are quite muddled at this point and will likely be for quite a while.  Secondly, things do not improve by pointing blame and accusatory fingers.  Pointing fingers is a destructive action.  If everyone sat around pointing fingers all the time, nothing would get done and nothing would ever get any better.  And despite the tragedy, we can learn something from this - if it is approached in a  constructive manner.  Doesn't it seem that working together is more productive than working against one another?  Thirdly, it seems incredibly hypocritical to place blame given the benefit of hindsight - something that those who made the decisions did not have the benefit of.  Why not give them the courtesy of acknowledging that they did the best they could with the data they had - in a very, very difficult situation.  Some responses have gone so far to suggest that the actions were done without regard for the lives of the people in the compound - give me a break.  Be part of the solution - not the problem.  And that's MY opinion -",1
talk.politics.misc, Could someone please send me the postal and email address of Congruent Corporation (and any competitors they may have).  Thank you. --  snail@lsl.co.uk      ,0
talk.politics.guns,"  This is, apparently, what passes for intelligent discourse at Trinity. Joe ""FBI cultist"" Kusmierczak gets angry when its pointed out that the FBI has told him is a LIE, the mounting evidence is that  they've lied about almost every detail of 4/19 except that they were there. What can you expect of cultists like him, somebody oughtta burn him out, and if he's trapped, well, good riddance! Right Joe? ",1
talk.politics.guns,"Hello,  Thanks to the people who helped me with the problem of displaying 24 bit images. All the viewers like xli, xloadimage and display are converting the 24 bit images to 8 bit before display them on the screen.  What I really want is a viewer with make use of the 24 bit frame/screen buffer (in our case, the Parallax one).  Thanks in advance.  Gilles",0
talk.politics.guns,"  I guess you need to be reminded of some things!  Have you ever heard of the First Amendment?  I guess not.  It isn't a crime to be a religous (I know you said ""sacraligious"", but it isn't your place to judge his religion) zealot in this country.  REMEMBER we have freedom of religion in this country! I guess you are selective in that respect!  So what if they were ""bastard"" children.  They were CHILDREN!  Do you condone their deaths?  I pray for your lack of a soul if you do!",1
talk.politics.guns,"  	I'm not sure that's true.  Let me rephrase; ""You can file a complaint  which will bring the person into court.""  As I understand it, a  ""citizens arrest"" does not have to be the physical detention of  the person.   Better now?",0
alt.atheism,  (Deletion)  ,1
alt.atheism,"  > When Elizabeth greeted Mary with the words: ""Blessed art thou  > among women"" (Luke 1:42), it appears that this places Mary  > beyond the sanctification of normal humanity.  But Deborah says (Judges 5:24):   > Blessed among women shall be Jael the wife of Heber the Kenite,  > Blessed above all women in the tents.  It can doubtless be taken that Jael's slaying of Sisera was a type of Mary's victory over sin. But even if we take Deborah's words as applying prophetically or symbolically to Mary, they must still be applicable literally to Jael.  We may well take them to mean that God used her as a part of His plan for the deliverance of His people, and that she has this in common with Mary.  But we have no reason to suppose that they mean that she was sinless, and thus no reason to take the like expression applied to Mary as proof that she was sinless.",0
sci.crypt,"   The answer to your second question lies in the way you phrased the first one:  'the media is...'.  The medis isn't 'is'.  The media 'are'.  'Media' means 'more than one medium.'  There are thousands of publications.  Some say this, some say that.         How can the bulk of the people be informed, when they won't read      informative publications?",1
sci.crypt,"  So instead you are asking individual citizens to place themselves at risk by assuming that everyone who claims to be a cop, actually is a cop. Around here the police have actually made public service announcements saying that if you are a lady driving by yourself at night and you see blue lights flashing behind you. Do not pull over until you reach a well lit, preferably occupied place, gas station etc.   It wouldn't be murder, it would be self defense.",0
rec.motorcycles, How about the name and number of the pin place.  I would think that 115 or so people calling to bitch about why orders placed after ours are getting done first might speed things along.  Dean,1
rec.motorcycles," And guess who's here in your place.  Please finger xyzzy@gnu.ai.mit.edu for information, or if you are a mail/news only site, mail xyzzy@gnu.ai.mit.edu with the subject line ""SEND FINGER"".  ",0
soc.religion.christian,"Thanks for the letter, your comments helped some.  As to the last comment, I certainly realize that it was not intended to sound that way.  I am still trying to understand *how* a spiritual being colud truly be one and three at the same time.  All of the descriptions of this are either Platonic or sound like special pleading (sort of, ""they appear to be three seperate beings in all ways, but really they are one, trust me"").  Neither of these is acceptible to me.  The fact is, so far the only descriptions of the trinity that makes any *sense* to me are the modalistic ones, such as Modalistic Monarchianism or ""Economic Trinitarianism"".  [I can accept that the three aspects are intrinsic to the nature of God, so I perhaps lean more towards the latter].  I am trying, here, to see if anybody can come up with another description that is both orthodox and believable.  --  sarima@teradata.com			(formerly tdatirv!sarima)   or Stanley.Friesen@ElSegundoCA.ncr.com",1
soc.religion.christian,"Forwarded from Doug Griffith, Magellan Project Manager                       MAGELLAN STATUS REPORT                          April 23, 1993  1.  The Magellan spacecraft continues to operate normally, gathering gravity data to plot the density variations of Venus in the mid-latitudes.  The solar panel offpoint was returned to zero degrees and spacecraft temperatures dropped 2-3 degrees C.  2.  An end-to-end test of the Delayed Aerobraking Data readout process was conducted this week in preparation for the Transition Experiment.  There was some difficulty locking up to the data frames, and engineers are presently checking whether the problem was in equipment at the tracking station.  3.  Magellan has completed 7277 orbits of Venus and is now 32 days from the end of Cycle 4 and the start of the Transition Experiment.  4.  Magellan scientists were participating in the Brown-Vernadsky Microsymposium at Brown University in Providence, RI, this week.  This joint meeting of U.S. and Russian Venus researchers has been continuing for many years.",0
rec.motorcycles,"  	I'm not sure that's true.  Let me rephrase; ""You can file a complaint  which will bring the person into court.""  As I understand it, a  ""citizens arrest"" does not have to be the physical detention of  the person.   Better now?",1
rec.motorcycles,"  So instead you are asking individual citizens to place themselves at risk by assuming that everyone who claims to be a cop, actually is a cop. Around here the police have actually made public service announcements saying that if you are a lady driving by yourself at night and you see blue lights flashing behind you. Do not pull over until you reach a well lit, preferably occupied place, gas station etc.   It wouldn't be murder, it would be self defense.",0
misc.forsale,The headline says it all!!!!!!!! ,1
misc.forsale,  (Deletion)  ,0
sci.crypt,"  I hate to follow up to my own posting, but I should perhaps clarify some things so I won't get flamed.  First of all, when I'm talking about ``factoring the modulus'' or a ``breakthrough in factoring'', what I really mean is a breakthrough in the cryptanalysis of RSA.  I know that factoring and breaking RSA are not proven to be equivalent; it's just so damn convenient not to repeat this every time.  I also have to admit that I don't really know if the ``non-group'' property of a cipher is essential only for key chaining.  I have thought about it a little while, but I can't find a way that a cryptanalyst could exploit a group structure.  That, of course, means nothing at all.  Then I wrote,   What I meant was that as long as the only advantage of the cryptanalyst is a faster computer, then we will probably have RSA for a long time to come, because even if 1024-bit moduli somehow could be broken with fast computers (not with a new algorithm), then people would simply use longer moduli.  Both users and cryptanalysts benefit from better technology in the same way.  Hope this keeps the flames away...  Have fun. ",1
sci.crypt,"Hi there,   I have a problem here, I've lost the software drivers and setup programs for my Hardcard.  Can someone email me the files, or let me know if Plus Development (were they bought out by Quantum?) has a BBS or phone #?  I have a Hardcard II XL50.",0
sci.space,"Forwarded from Doug Griffith, Magellan Project Manager                       MAGELLAN STATUS REPORT                          April 23, 1993  1.  The Magellan spacecraft continues to operate normally, gathering gravity data to plot the density variations of Venus in the mid-latitudes.  The solar panel offpoint was returned to zero degrees and spacecraft temperatures dropped 2-3 degrees C.  2.  An end-to-end test of the Delayed Aerobraking Data readout process was conducted this week in preparation for the Transition Experiment.  There was some difficulty locking up to the data frames, and engineers are presently checking whether the problem was in equipment at the tracking station.  3.  Magellan has completed 7277 orbits of Venus and is now 32 days from the end of Cycle 4 and the start of the Transition Experiment.  4.  Magellan scientists were participating in the Brown-Vernadsky Microsymposium at Brown University in Providence, RI, this week.  This joint meeting of U.S. and Russian Venus researchers has been continuing for many years.",1
sci.space,"Hey Larry,         How can you be a comp sci major and never crash a damn computer. What does your CS dept teach you...or are you just that good of a programmer that not one of your assembly programs have ever downed your machine.   Why do you bother putting up such stupid posts...or are you that ignorant.",0
comp.windows.x,What has this got to do with comp.windows.x?,1
comp.windows.x," But they can make you piss in a jar, and possibly provide DNA, semen, and hair samples or to undergo tests for gunpowder residues on your hand.  (BTW, that was why the chemical engineer arrested in the WTC explosion thrust his hands into a toilet filled with urine as the cops were breaking down the door -- the nitrogen in the urine would mask any residue from explosives.  I found it interesting the news reported his acts, but not his reasons).  Somewhere, perhaps a privacy group, they discussed the legal ramifications of using a password like    I shot Jimmy Hoffa and his body is in a storage locker in Camden  a while back.  The impression I got was that real judges would dismiss arguments that this password is self-incrimination as first-year law school sophistry -- the fact that you use a statement for a password has no bearing on the veracity of that phrase.  You are not being asked to incrimidate yourself (e.g., ""where did you bury the body?""); you are being asked to provide information necessary to execute a legal search warrant.  Refusing to provide the password is akin to refusing to provide a key to a storage locker... except that they could always _force_ their way into the locker.  Of course, that doesn't mean you have to help them _understand_ what they find, or point out things they overlooked in their search! ",0
alt.atheism," Exactly.  Although this may be a dissapointing answer, there has to be an interplay of the two.  Personal Ethos and Societal Morality.  A person's self-generated/learned set of beliefs are usually expressed on a purely mental/verbal level, and don't usually find expression in society except in an impure (not in the sense of bad :) ) state.  Sometimes this has to be so.   Also, what if one feels oneself to be part of more than one society, in a very real sense?  To use the obvious example, there is a political society, and a racial society, and a gender society, and sometimes they do not always agree on every issue...    Yes.  Perhaps with an infamous ""do what you want so long as it doesn't hurt others?""  The problem with this is that it is merely saying what you CAN do: it is not a morality in that it doesn't propound any specifically preferred behaviours.   I'll add a hearty ""me two"".  However, one could just as well say just because certain actions are moral does not make them legal: one still doesn't really get an impression of which one is truly ""right"".     best regards,",1
