query,doc,label
rec.motorcycles,"}In heavy traffic I slow down a bit, mostly so I have more buffer zone in }front to balance the minimal buffer behind, but I also often find that the  }jerk behind will notice traffic moving faster in other lanes, switch }into one of them, and pass me - which is fine, because then I can keep a }better eye on the jerk from behind, while looking ahead, rather than }from in front, while splitting my attention between ahead and the mirrors.  This is pretty damned complicated. I just make a ""back off"" motion with my hand/arm, and the second or third time even the most braindead cager backs off. If they don't back off then, I find a way to get the hell out of there -- the cager is either psychotic, drunk, or just a complete asshole. In any case, I don't want to be anywhere near, and especially not in front.",1
rec.motorcycles,Im designing a circuit with just a silicon diode. I dont need to modify any of the parameters. But the problem will not accept the following statement 		 		.model diode D          The pspice book I have is terrible. I would appreciate any help. ,0
rec.sport.baseball,"<KIME.93Apr20133127@mongoose.torolab.ibm.com> <mjones.735335684@fenway> Organization: Eskimo North (206) 367-3837 {eskimo.com}   Yeah, Morris just knows how to win. That's why he lost 18 for Detroit in 1990. Funny how he wins a lot of games when he pitches on good teams but loses a lot when he pitches on bad ones. And if ""rings"" was the only criteria for success, then teams would always tend to repeat, and eventually you'd have the same team win the WS every bleepin' year. Sort of like the yanks in the 50s.  Morris is a decent pitcher on the downside of a good, not great, career. Toronto will finish 3rd or 4th this year, with Morris and all those rings, because their pitching staff was destroyed over the off-season.",1
rec.sport.baseball,"My girlfriend just started taking Imitrex for her migraine headaches.  Her neurologist diagnosed her as having depression and suffering from rebound headaches due to daily doses of analgesics.  She stopped taking all analgesics and caffine as of last Thursday (4/15).  The weekend was pretty bad, but she made it through with the help of Imitrex about every 18 hours.  Her third injection of Imitrex, during the worst of the withdrawl on Friday and six hours after the first of the day, left her very sick.  Skin was flushed, sweating, vomiting and had severe headache pain.  It subsided in an hour or so.  Since then, she has been taking Imitrex as needed to control the pain.  Immediately after taking it, she has increased head pain for ten minutes, dizziness and mild nausea and mild chest pains.  A friend of hers mentioned that her doctor was wary of Imitrex because it had caused heart attacks in several people.  Apparently the mild chest pains were common in these other people prior to there attacks.  Is this just rumor?  Has anyone else heard of these symptoms?  My girlfriend also has Mitral Valve Prolapse.",0
comp.windows.x,"WANTED:  I have to produce a ""Rolling Demonstration"" of some X Window/Motif software. Does anybody know if there is some Public Domain software to record/playback X Window events or similar ?  Thanks in advance ...  Paul Bamborough bamboroughp@logica.co.uk",1
comp.windows.x,"Hi,      I've just replaced my existing DTC SCSI controller with an Adaptec 1542B, and am now having trouble restoring from a Jumbo 250 tape drive.      I had no trouble installing the Adaptec and DOS recognises both the SCSI drive and an existing IDE drive - however when I went to restore the backups from the Jumbo tape I found that it was extremely slow (estimated time 3 mins actual time 15 min!) I have no trouble restoring from the same tape to the IDE drive.      I seem to remember reading that some settings had to be changed to  enable the Jumbo drive and the Adaptec to work together but I can't find any mention of it in the manuals.   My system config is:    i486DX/33 4Mb     Adaptec 1542B running 180Mb Fujitsu SCSI    IDE Controller running 200Mb IDE    Jumbo 250 running off floppy controller on IDE    Any help would be appreciated      Thanks,     Ron. (ronaldm@extro.ucc.su.oz.au)  ------------------------------------------------------------------------------- Ron Mastus		        		    ronaldm@extro.ucc.su.oz.au  						    41 Mariposa Rd Phone +61 2 ???-???? (work)		            Bilgola Plateau 2107       +61 2 918-8152 (home)			    Australia  -- ",0
talk.politics.mideast,"I have read -just today- two articles dripping of hate and offence to a great deal of people. I could  find as much matching hatred in your articles as I have found in some of the self-righteous ""Kill-in-the-name of God"" people.  I don't know why you are so attcaking to everyone, is it a reaction to the hatred calls on this newsgroup, or is it a reaction to hardships you have seen and experienced from before... I have learnt not to judge people by only what they say, but rather try to put myself in their place and aspire to understand their feelings.  I hope you would be able to do the same with everyone, starting by your ownself, because only through that you could be able to understand your feelings and act in a the manner you would aspire everyone to adopt.  Thanks for your time",1
talk.politics.mideast," The FBI says that some of the survivors claim to have seen the leaders of the cult talking about setting a fire, and to have smelt kerosene. I assume this will come out at any trial that occurs as a result of these events.",0
comp.windows.x,"I recently corrected the resolution on my Sparcstation by changing /usr/lib/X11/xdm/Xservers from: :0 local /usr/bin/X11/X :0 -ar1 500 -dpi 100 to: :0 local /usr/bin/X11/X :0 -ar1 500 -dpi 85  I determined that my 19"" 1152x900 monitor was 85 dpi by measuring the active screen area and dividing by resolution.  However, this has caused my application fonts to behave strangely. After some research, I believe this is caused by my applications requesting fonts by Family, Weight, Slant, and Pointsize.  I believe that X is grabbing the first font on the path with these characteristics and displaying it.  Since I have only 75dpi and 100dpi fonts on my path, the results are inaccurate.  I do have some Speedo fonts, but not for the family I am using (Helvetica).  I think this is incorrect.  The fonts should always be provided in the resolution of the display.  This never seems to happen unless you explicitly request fonts by xres and yres!  This is true of both the scaleable and bitmapped fonts!  For instance, the command  xfd -fn '-bitstream-charter-*-*-*-*-*-240-*-*-*-*-*-*'  Will invoke a 75dpi font (despite the fact that this is a Speedo font).  The command    xfd -fn '-adobe-courier-*-*-*-*-*-240-*-*-*-*-*-*'  Will invoke a 75dpi font or a 100dpi font (depending on my font path). Despite the fact that X knows my display is 85 dpi, and that it can generate an 85dpi font for me!  Unless I my applications specifies a resolution, X appears to pick a stupid default.  Is this a bug?  Is it a feature?  If so, why?  Is there anything I can do to get around this problem?  People have suggested that I lie about my resolution, and specify a single font path (75 or 100, not both). This would at least make my app consistent, but I like being able to look at rulers that appear in my paint application and say: ""Yup, thats an inch"".  Anyone have a set of 85dpi bitmapped fonts I can use?  System info: Sun Sparc 10/41 w/32 MB, SunOS 4.1.3.  xdpyinfo: version number:    11.0 vendor string:    MIT X Consortium vendor release number:    5000 screen #0:   dimensions:    1152x900 pixels (348x272 millimeters)   resolution:    85x85 dots per inch  xset q font path:   /usr/lib/X11/fonts/misc/,/usr/lib/X11/fonts/Speedo/,/usr/lib/X11/fonts/100dpi/,/usr/lib/X11/fonts/75dpi/ ",1
comp.windows.x,You mena in the same way french intelliegence agents steal documents from US corporate executives?,0
